review,date,stars,name,source,title
"Ok when it works but the customer service is worse than uselessThey have purposefully made it more and more difficult to talk to anyone about problems.
Food cold when arrived because we sent it on a scenic tour as the 3rd or 4th delivery in a chain? too bad. Delivery times are all over the place, often with weird unexplained delays and multiple assigned drivers going to the store before it being changed.
Recently I have been experiencing orders that just disappear from the system entirely for a day or more and do you think I can get any explanation? no. Contact them on social media and you just get some c... Read more",2023-10-23T22:27:02.000Z,3,Adam,productreview,Ok when it works but the customer service is worse than useless
A couple of times left at wrong unitPretty good all in all. Except for when they deliver to the wrong unit - which has happened a couple of times.,2023-08-17T07:33:38.000Z,3,maryfrancis3,productreview,A couple of times left at wrong unit
Extremely overpriced compared to ordering directly with the restaurantOrdered from local restaurant and went there before it was ready to add on something and saw the prices had I ordered through the restaurant and the dishes ordered through Ubet Eats were $8-10 dearer. Won’t use Uber Eats again and they couldn’t even deliver so don’t know why I bothered.,2023-08-06T10:21:38.000Z,3,Pat H,productreview,Extremely overpriced compared to ordering directly with the restaurant
"Expensive and always cold on arrivalI only order in emergency purposes (like today when I’m feeling sick). I recommend only using the service when you must. Hot foods have always been cold on arrival - I’ve got to warm it up in microwave or oven. Pointless trying to claim refunds. The other thing to mention is the meal ends up being outrageously expensive. One basic burger with added expenses, the delivery and service fees ends up being a $20 burger. As said, only use them when you really, really need to, the costs are just too high",2023-06-19T07:39:01.000Z,3,Suzy,productreview,Expensive and always cold on arrival
"I got a Refund in the end[Update - I got my refund few days ago so I changed my 1 to a 3 star.] Wasn
My $30 discount was added if you spend over $50 but one of the item was removed during the transaction process or when the preparation order from the store. And instead of paying almost $26 I ended up paying $49.17.
To make it worse, I tried to contact them a couple of times and noticed their chat was disconnected too.
It is deceiving knowing that you have to make sure no item has been removed otherwise you lose the discount just like me. There is no proof if they did it on purpose during the order preparation which means you have to pay attention to your order in case they pull this one on you.
I uninstalled uber eats App and will never again use their service.",2023-02-21T06:55:42.000Z,3,Optimus P.,productreview,I got a Refund in the end
"forgot my chipsI ordered chips, a milkshake and a burger. The burger was for my friend and the milkshake and chips were for me. I got no chips, so I had no food to have for lunch. Just a milkshake. The chips were also quite expensive. I tried to call back but it wouldn't connect me to the Uber Driver and said I had to go into the app. I couldn't find the part of the app I had to use.",2022-12-04T12:16:15.000Z,3,sic123,productreview,forgot my chips
"New DriverAs a new driver I find the app totally frustrating. It said another order to the same place so I accept and it is a completely different order. On another job, without even being away of touching the screen it ads a new pickup so I try to take the one and it will not let me deliver it until I pick up the 2nd order they had. Also I get to the place and the app keeps giving me directions and it takes 10 minutes to find out who the customer is. And again it keeps adding pickup that I never selected. So the poor customers suffer because of a very poor app.",2022-10-28T03:44:50.000Z,3,Ian,productreview,New Driver
No care for quality of food by time you get itDrivers making multiple stops and going to furthest drop off (past my house 1st) adding an Extra 20 mins to be delivered. This is disgusting as the food has sat waiting to be picked up then you have to wait for more than one extra stop.. who wants to get sick And cold food right! Common sense and a bit of care! It's been 40 mins since food was prepared.. and I'm still waiting! Can't wait to bin this and delete,2022-07-07T02:35:57.000Z,3,Sharee,productreview,No care for quality of food by time you get it
several stops along the way and your food is cold - and half the time the order is missing itemsThere used to be plenty of drivers delivering directly to you but now they do several stops along the way and your food is cold - and half the time the order is missing items,2022-04-09T05:14:24.000Z,3,Rodders,productreview,several stops along the way and your food is cold - and half the time the order is missing items
"Packaging safety issueI sufffer from a condition where I don’t have any nerves/sensation/feeling in my feet.
The UBER delivery bags often are sealed with staples - on more than one occasion, a staple has fallen loose onto the floor. Some vendors & delivery services use sticky advertising tape - which can’t kill me !
Of course it’s a long shot, but if I don’t see a tiny piece of wire or staple on the floor, and it goes *inside* my skin, it can migrate into my bloodstream… you know the rest.
The food itself isn’t Uber’ problem, generally better than average, but the delivery is completely in your court.
Thanks for reading.",2022-03-03T06:58:49.000Z,3,mickey,productreview,Packaging safety issue
"Ubereats is better than MenulogI’ve never had to wait over an hour, never had an order cancelled, there’s always been a driver available, have never not received my food and have never needed to contact them for anything. Lucky for me the drivers in my area have always been friendly too.",2021-12-11T16:00:58.000Z,3,MJAY,productreview,Ubereats is better than Menulog
"Gift card- difficult to use and confirmdifficult to use gift card......Tried several time but then did not deduct the amount from the total, and it is unclear on the receipt that the gift card has been debited. They are impossible to contact to get help with the issue.",2021-10-22T03:08:42.000Z,3,jmb,productreview,Gift card- difficult to use and confirm
Decent but expensiveThe food you get doesn’t always come how you ordered it. Foods cold half the time and the price is not worth it most of the time. overpriced and overrated,2021-10-19T23:59:07.000Z,3,Chris,productreview,Decent but expensive
"Can be hit n missThe whole concept of uber eats its awesome.
You order what you want, and have a minimal fee for the service, plus you earn rewards the more you order.
Have had a few orders that have missed items, and uber eats are always accommodating.
The delivery team are not so great.
Delivery items have been left right infront of front door, to point you can not open the door. Handy. Instructions just not followed. IE: please shut gate... gate left open and swinging in the breeze. To the latest... Delivery chap didn't even make it onto my property left order in middle of the pavement, in the street, took photo, had no idea it had arrived, by time I received notification, order had been stolen....
Other then that. It's a pleasing service.",2021-07-28T04:25:01.000Z,3,Wendy,productreview,Can be hit n miss
"Heads up from an Uber Driver in Cairns-AustraliaI've been driving for 2months. These are the things I have learnt
If your address is hard to find send a message through to the driver 'Detailed' if there's no number on the letterbox/if you're at work 'Doctors next to XX hotel etc.. sometimes UBER will get the address wrong, they should put Unit 1 No:7 they just put - 7/1 Mulgrave Rd, I've had a bad experience with a Costumer for this mess up that Uber made & they don't make it easy to contact them about it as well.
When we are close to delivering to the address Uber sends another order throug... Read more",2021-06-29T13:38:10.000Z,3,Uber Driver Cairns,productreview,Heads up from an Uber Driver in Cairns-Australia
"No one takes responsibilityMy order arrived missing an item, it was a big enough item not to miss (pizza). As soon as I noticed, I ran back to the driver to see if he could help, he told me he couldn’t do anything and I had to contact the restaurant and I will get a refund, so I contacted the restaurant and the restaurant told me they 100% gave the driver our order because he “remembered it”. So I hopped on my app to see what I could do, the only thing I could do was get a refund for the pizza… by this time it was past 8pm and most restaurants were not taking orders anym... Read more",2021-06-17T17:10:03.000Z,3,Michaela,productreview,No one takes responsibility
very goodI order my meal thinking it would be soggy it take forever but it arrive in no time and wasn't soggy or anything I was very happy plus the cost isn't that bad at all i would definitely recommend,2021-04-30T02:31:42.000Z,3,jason,productreview,very good
"This is perfectPerfect business, super fast driving time and very nice customer service, would highly recommend using Uber eats to others. Super easy and super fast.
Will be using Uber eats again in the near future.",2021-03-29T07:34:34.000Z,3,Rhiannon,productreview,This is perfect
"Average serviceUber eats is an average service that has somehow become the industry standard, despite having no special features, the communication with drivers is terrible and has nothing preventing the food being stolen.",2021-01-26T12:09:11.000Z,3,Kerry,productreview,Average service
Usually a loyal customer but considering the switch to menulogYesterday I received an expensive meal from BT Korean BBQ Blacktown via Ubereats that didn’t include the side dishes advertised and a pork and potato soup that didn’t include potatoes! Not worth the $79!!,2020-12-15T23:32:35.000Z,3,Kris,productreview,Usually a loyal customer but considering the switch to menulog
Not consistentOrder always comes cold and slow not always good and consistent needs more options. The app will take money if order is canceled and takes 10 days to come back in.,2020-11-30T22:54:39.000Z,3,Sha,productreview,Not consistent
Good app just needs to fix a couple of things upUber eats is very expensive for the range that it offers especially when it comes to most family bundles not being available at stores or on the site making you spend more money on single meals to make a big one,2020-11-23T22:22:08.000Z,3,Bailey,productreview,Good app just needs to fix a couple of things up
"Wrong placeI award Uber Eats 3 stars. Would be more, but recently, I've noticed a glaring issue with their map. It used to be accurate. It would show my place in the correct spot. But then it moved the dot to the corner of the block. And then most recently, even further from my address. It's lucky that I almost always get the same drivers because I haven't had them leave the food in the wrong spot. This is unacceptable. They need to fix this.",2020-11-17T04:58:16.000Z,3,Anon,productreview,Wrong place
"Potato Corner Food TruckI bought a 3pc chicken combo at a Potato Corner food truck in The Gables NSW on 13 Nov 2020. My order was nearly taken by another customer but luckily I intercepted it by asking the guy at the cash register if my food is now ready. He got the food back and gave it to me. The chilli bbq chips is so so...less seasoning. I didn't enjoy the chips but their chicken was so nice, crispy on the outside but juicy and soft on the inside. Food service should still be improved.",2020-11-14T05:55:57.000Z,3,Ibmg70,productreview,Potato Corner Food Truck
"Good enoughUber eats has its days
But it’s very helpful when you don’t hqve the car or you just came back from work and the restaurants are a bit faraway so you will get Uber eat, but it’s expensive and sometimes the food arrives cold because they drop off another order while they already have picked up yours",2020-10-19T22:10:26.000Z,3,Karmen,productreview,Good enough
"very goodUber eats has its days
Usually they are very fast with delivery and have friendly staff, The delivery though is very expensive,which is ridiculous to me,they have also forgotten my food and while I complain they don’t get back to me",2020-10-12T22:40:47.000Z,3,Sarah,productreview,very good
"confusing processI found that the applications process to order something was super confusing , but the food service was really good and came really fast and not soggy. I hope they would make it easier to order but i will not order again because they charge more too.",2020-09-26T03:13:35.000Z,3,Ritvik,productreview,confusing process
"Hungry Jack's Big Jack Meal - Missing Onion RingsI ordered the ""Big Jack"" meal and a side of onion rings from Hungry Jack's. All items listed in the meal (medium fries and coke) were delivered. However, the onion rings were nowhere to be found. Despite the lack of onion rings the ""Big Jack"" meal was good and the delivery time was fantastic.",2020-09-14T23:13:50.000Z,3,Keeley V.,productreview,Hungry Jack's Big Jack Meal - Missing Onion Rings
"Theft of food from driver however amicably resolved with supportNote: After much correspondence with support, a full refund was issued for this transaction.
Used the app to order a meal as I have done many times before. Driver did not ring intercom to let us know he had arrived. Saw msgs in the UberEats app he had arrived and asked him to ring the intercom to let him up. After a few more minutes asked him if he was going to ring the intercom. Said he was just locking uo his bike to do so and then immediately cancelled the order. UberEats charged me for the service and then refused to issue a refund saying that the rider had tried to contact me and I did not meet him to pick up the order. Driver clearly had no desire to actually deliver the food and was happy to take the money without delivery.",2020-08-04T10:40:21.000Z,3,May,productreview,Theft of food from driver however amicably resolved with support
"Disappointed!I cancelled an order within the 3 minutes you are granted to cancel an order and yet I was still charged and the order still went through to the restaurant. Additionally, when I clicked 'order' the time of delivery drastically increased and I was still not able to cancel the order. When I finally found where to ask for help it took 40 minutes for me to get through to someone useful. Thankfully, this person was very kind and refunded me. But I DO NOT recommend Uber eats due to the trauma I endured.",2020-07-18T10:31:58.000Z,3,Sasha H.,productreview,Disappointed!
"Bike delivery is so punishingly slow!This is a first world problem, I get it - but it is so annoying watching my delivery driver take the longest way possible to my house - I have to stop watching maybe.
But a push bike driver taking a wrong turn is standard....a trip was so long once my meal arrived was cold and i was worked up watching the rider take about 50 wrong turns.
Uber needs to only use push bikes on really local deliveries, anything else car or motor bike.
Im still happy to use them but uber needs address this issue...
Always happy with my food thou, since I get to pick that part lol.",2020-07-01T08:21:34.000Z,3,Savvy,productreview,Bike delivery is so punishingly slow!
"Not badI use uber a fair bit, a lot of the time though my orders have been cold because the Uber driver has had a passenger and when I track them with the live tracker and they are going the complete opposite way to where I am and stop for 5 minutes until they are on the road again, makes me wander what they are doing to my food or where they are going before bringing my food to me.",2020-06-14T23:08:39.000Z,3,Matt,productreview,Not bad
"ReviewPersonally I believe Uber eats has become a successful business, although the quality of the food being delivered needs to improve dramatically. At times when my Uber eats driver is riding on his bicycle, my food is either cold, soggy or just all over the place. Also, to have $9 delivery is slightly ridiculous especially during the covid-19 financial situation most of us are in. So please lower delivery fees.",2020-05-27T04:55:02.000Z,3,Masoud E.,productreview,Review
"Can't live without this service!Great options, super transparent. I think the commission with providers is a little rich and a scaling model based on turnover would be a more suitable approach. Some drivers don't store the food in the warming containers which is a little frustrating at times because soggy tacos is no fun for anyone! Other than that.. This is a service the world needs!",2020-05-15T06:45:34.000Z,3,Josh W.,productreview,Can't live without this service!
Gets the job doneGreat variety of restaurants and out of all of the food delivery services they generally get it right and arrive on time at the time the app states. Would recommend over all others,2020-04-17T10:48:20.000Z,3,Paul,productreview,Gets the job done
"Family ReviewAll our family enjoys it, from time of ordering to our door was reasonable, the food was great, we have ordered other food and has taken forever but Uber Eats suits our needs",2019-11-04T08:49:47.000Z,3,Jay,productreview,Family Review
"ReliableWhen I first used Uber Eats (this was when they first launched in Australia), I had a poor experience as my order delivery time kept getting extended (for around an hour) due to not being able to find a delivery driver. I was on the phone almost about to cancel my order when they finally assigned a delivery driver. They even issued me a generous goodwill credit for my next 2 orders.
A couple of years on, I've used the platform to order numerous times and it has been extremely reliable with orders coming in on time (or close to the estimated de... Read more",2019-06-16T08:28:20.000Z,3,Reviewer,productreview,Reliable
"If there’s no driver available to deliver the order, don’t accept it!!!!I’ve had mostly good experiences with UberEATS.. but I’ve recently had two bad ones that are turning me off the service. My food was ready in the advised time frame, but there was no driver to pick it up. So I got cold food that had been sitting cooked for way to long! Why is the order accepted before a driver is available to collect it????",2019-06-05T10:18:39.000Z,3,Angie,productreview,"If there’s no driver available to deliver the order, don’t accept it!!!!"
"Middle groundNormally I don't have an issue, but i ordered a meal from a restaurant where I've eaten before, and then ordered the same meal but not the same. Not happy",2019-05-28T08:52:58.000Z,3,Jenny A.,productreview,Middle ground
Expand to PinjarraI have ordered of Uber eats once in port Kennedy and loved it however living in Pinjarra I cannot order anything and Uber eats does not deliver out here. You need to expand. How hard could that be.Show details,2019-01-25T03:00:09.000Z,3,Hannah.F,productreview,Expand to Pinjarra
"First order went smoothMy first order with them was very smooth although the number of food options that are available is very low in my area. It's really only good for lazier people who can't really be bothered to make an ""effort"" to get food.
May consider using again.Show details",2019-01-22T10:53:21.000Z,3,Jeremy L,productreview,First order went smooth
"Order Didn't arrivePlaced an order at around 6:30pm at my local Asian restaurant, which I usually order from. Never had any issues in the past. However time went on and Uber quickly took my money which is usual. The app then said my food had been delivered and I had received my final confirmation email, but I had no food in front of me. I waited 10 minutes just incase the driver was just down the road, but nothing. My friend then tried to contact the restaurant to double check if the order had left, however they hung up when we mentioned it was an Uber order. We... Read more",2018-11-07T12:10:05.000Z,3,L. J,productreview,Order Didn't arrive
"Slow cold foodJust dreadful really, food arrived cold. Could barely be eaten. Missed drinks from the order. Guy claims to have gotten lost. Doubt it ad we have certainly got easy apartment to locate. Never again.Show details",2018-10-10T08:50:08.000Z,3,John Shelton,productreview,Slow cold food
"Uber eats takes out $40-no thanqVery disappointed with uber eats, just took $40 out of my bank account and I didn’t even order anything!! Like no thanks I’d rather walk to maccas if I wanted a Big Mac and that’s it, otherwise it’s great!!Show details",2018-10-05T05:50:10.000Z,3,Slug life,productreview,Uber eats takes out $40-no thanq
"Real slow but refundedTook so long to arrive we called the restaurant who claimed they didn't know anything about it, made dinner at home instead only for the food to arrive much later. The app did refund the order however.Show details",2018-04-29T20:07:37.000Z,3,Mad,productreview,Real slow but refunded
"Very delayed delivery and stone cold foodNot only does dropping others orders off before mine, significantly delay my delivery.... my food is stone cold when it does finally get to me. What’s that about?Show details",2018-04-23T08:31:00.000Z,3,Soph p,productreview,Very delayed delivery and stone cold food
"Please pay your drivers better wagesI use Ubereats because it is convenient, but it's not typically reliable. I leave clear and direct delivery instructions for my home and half the time, drivers don't bother to read the instructions. Then they get stressed and it becomes a blame game. It's hard to give a damn about your job when a) your wages are despicably low and b) they need to cram in a few deliveries for every car trip, otherwise there's really no financial point.
I would happily pay more for Ubereats delivery. If you pay your delivery staff slightly higher wages for ea... Read more",2017-12-07T02:00:06.000Z,3,Elle,productreview,Please pay your drivers better wages
"Sort yourselves outIt is frustrating to see the amount of negative reviews for this service. As someone trying to make extra money all you drivers not showing up or showing up an hour late COME ON, you are ruining it for the consumers and the other drivers who now get alot less work than they could. I have not once been more than 15-20 minutes, there was also one occasion where a restaurant stuffed up an order and I had to drive back, I negotiated a free meal and drinks for the customer. If you arent going to dedicate yourselves and take pride in your work then just move along!! And for the corporate, customer service team, act like you give a crap and stop smearing your own name.Show details",2017-12-02T20:50:03.000Z,3,Jazza,productreview,Sort yourselves out
"Only for cbd or 10 -15 km customersHi , The idea is great but I'm concerned if you live out in the west and would loves good feed esp at Gazis . The new advertisement isn't the real deal if you don't live in the city area . What about Werribee , point cook , or Altona customers .
Only for cbd or 10 to 15 km customers the rest can miss out . !Show details",2017-07-21T05:07:57.000Z,3,Em !,productreview,Only for cbd or 10 -15 km customers
"Number for Support Line!I was delivered an incorrect order and after going through the online help - which is absolutely terrible! I asked for a number to discuss the issue further on. People having trouble try 1800 874 883, I was able to be connected and have an actual conversation, which resulted in my problem finally being resolved.Show details",2017-06-07T05:00:04.000Z,3,Em23,productreview,Number for Support Line!
Food fresh but not great & too expensiveI purchased two drinks and two overpriced burgers to go. The tomato and sauce made everything too wet and mushy. The staff are great but the layout of the establishment doesn't work in my opinion. Lots of work to do to make it better!Show details,2017-03-10T04:30:03.000Z,3,Jennifer J,productreview,Food fresh but not great & too expensive
Works okUber is a bit hit and miss. I ordered from a Vietnamese restaurant around 3.30 ordering some simple foods in the city -10 mins up the road. The time till delivery on the uber eats website kept getting pushed back from 4.07 to almost 5pm. Growing concerned on whether my food is actually been made or what is going on I call the restaurant which said the food has been made ages ago and they are waiting on the uber person to come pick it up. So basically my food is on the counter going cold cause the uber person is taking forever. Great. Finally th... Read more,2017-01-17T05:30:32.000Z,3,Annika,productreview,Works ok
Delivery driver is unprofessionalDriver is upset at me that she have to go to another gate. She didn't get out her car to give me my order! When i went to her car to get my order instead of giving it to me she started lecturing me and being upset.Show details,2016-12-11T11:03:38.000Z,3,Michi,productreview,Delivery driver is unprofessional
"Okay with promo codeI used an amazing deal on groupon which was $17.50 credit for $3 so price wise i was laughing. I did compare prices with other sites and the burger i ordered for $18 was $14 on other sites so if you were ordering for a few people you are paying a lot for delivery. I had, however, wanted to try the burger for a while and didn't want to deal with surry hills parking so i was super keen.
Ordering process was okay. It didn't confirm the voucher had been accepted until after it charged my cc so there was a small stage of stress but worked fine.... Read more",2016-11-08T01:49:37.000Z,3,JELISTAR,productreview,Okay with promo code
I feel ripped offOrdered Uber eats this morning. Only just realised now that I was just charge $30.30 for a large chicken burger meal from hungry jacks alone. This is not including fees or delivery. I’ve been using Uber eats for a while years actually. Spending thousands over the years and don’t mind paying extra for convenience but I draw the line when they have taken the piss with a charge like this. And it’s not that I don’t have the money it’s the principle and distrust.,2023-12-30T09:24:25.000Z,2,Charlotte,productreview,I feel ripped off
"Not happyFood took way too long to be delivered. When arrived, food was cold and gluggy!!",2023-12-22T03:33:27.000Z,2,robert j.,productreview,Not happy
"Too manyAll drivers seem reliable. im not happy with the fact some drivers do 3 deliveries before they drop off my food. Its crap when you buy food that wont last a 30 min detour!!! A burger if dropped off on the 3rd ru ends up with droopy salad a soggy bun and disgusting fries. This has happened to me TOO many times. I don't want a late detour delivery EVER!
Certain buisness are bubbish with their food quality and quanitity. I continually wonder why it keep buying food from then. I'm always disappointed. Sometime I get a good batch from uber but I'm I bit over the issues",2023-10-21T10:25:04.000Z,2,Kameko,productreview,Too many
"Items missing too many timesStopped using Uber eats for a couple of years as incomplete orders too many times and am forced to pay an additional service and delivery fee to get the missing items . Last order 2 identical items missing , only refunding me for one , order before , item missing , advised them though no response and no refund . Now I remember why I stopped using them .",2023-09-30T08:19:13.000Z,2,Kelly,productreview,Items missing too many times
Won't be continuing to use themVery tired of drivers not reading instructions on my address or not speaking english so my orders go to the wrong address and im left without dinner. I send messages and track the driver however they still get delivered incorrectly. Refund is usually quick however it's inconvenient.,2023-08-30T10:25:36.000Z,2,Christine W.,productreview,Won't be continuing to use them
Terrible appTry ordering food from McDonald's and app doesn't allow me to customise my food. There 10 options for customise for a burger but only three available just about all selections. This is not a one time incident this has happened before. This is what happens when you let AI run your business.,2023-07-31T11:29:27.000Z,2,chilegonz,productreview,Terrible app
"Do not use for groceriesToday I learned the uber driver checks out the groceries not the supermarket. Order of 6 items. 2 they didn't bother looking for. Wrong potatoes. 1 order missing and was charged for.
To drivers, if you aren't bothered to get the items don't take the delivery.",2023-07-23T08:01:38.000Z,2,SML,productreview,Do not use for groceries
"Convenient at times, but no care for customersNo option to give reviews for places that last minute cancel. At times drivers issues with finding house are really bad- telling me they don't see my house while i tell them x3 they're on the wrong street.",2023-07-01T08:20:22.000Z,2,Kat,productreview,"Convenient at times, but no care for customers"
Cancelled Or Missing ItemsLately Ubereats has been terrible. Cancelled or items missing. So sick of it. I think I have used Ubereats for the last time tonight. Disgusting.,2023-06-30T10:47:57.000Z,2,LPMelb,productreview,Cancelled Or Missing Items
Annoying CommercialSpecific ad is very repetitive whilst on Snapchat app so many family and friends find it very frustrating . Stop trying to push personal agendas onto people that are unnatural .,2023-06-25T22:36:18.000Z,2,proudmumofBoYs,productreview,Annoying Commercial
"I do not like how they resolved my issueWhen you order a restaurant, then the order came to your house with a missing item, and they refund you with only 75% of the money you paid. How am I supposed to feel satisfied with this decision?
I have no control over how the item would be missing and every order I made have a risk that I have to bear then why do I or any of you need Ubereat as the medium in between?
They are the delivery service, and they want me to take the partial burden when they have contact with both the restaurant and driver themselves?
I feel cheated. It really takes an accident like this to know whether a service was good or bad.
Never gonna subject myself to this unfairness anymore.",2023-06-22T13:58:22.000Z,2,Minh Son L.,productreview,I do not like how they resolved my issue
"Uber One , Uber EatsDon’t fall for Uber One. When you order from two separate restaurants Uber will charge for both deliveries separately. It’s difficult or impossible to put them on one order / delivery. So you pay $9.90 for Uber One benefits and no delivery charges but if one of your orders is $19.99 (not $20) because it was not added to another order you pay almost $6 for a delivery. Let’s say my order was for a desert $13 but I paid extra $6 for delivery! What a deal! . No chance to get Help via app or web. No chance to email Uber eats and you go in bloody fru... Read more",2023-06-11T01:38:32.000Z,2,Wellness Society,productreview,"Uber One , Uber Eats"
Worst experienceI ordered a cheese burger and a frozen coke it say to take around 20 minutes while in reality it took more then a hour and 40 minutes to be delivered my food was cold when it got there,2023-06-01T06:45:42.000Z,2,Marika,productreview,Worst experience
"BadOrdered a meal fr H Jacks via Uber Eats on 24/5/23. Paid Express delivery. An hour later I checked outside & there was our meal, left inside gate, despite our request to deliver to the front door. NO NOTIFICATION when it was delivered. COLD plus it was missing a dessert I had also paid for. Ripped off so I wouldn’t use either again. Totally incompetent, but happy to take your money.",2023-05-24T22:52:04.000Z,2,Flower,productreview,Bad
"Used to be best, now hit and missWhen Uber Eats launched in Australia, they may a big effort to be the gold standard of food delivery and they succeeded. Many tried to copy their success and failed. Wind the clock forward to now and it's become a real hot and miss affair.
I often find that time gets arbitrarily added to my order arrival. They are not very transparent about the causes of this and always blame anything other than their drivers. Some uncontrollable thing has occured. Except it never used to occur and with such frequency.
I did pay for uber membership for a li... Read more",2023-05-02T07:38:08.000Z,2,L_Parsons,productreview,"Used to be best, now hit and miss"
"Rider nearly rode off with my dinnerOrdered for delivery 6.30pm Mon 24 April. Cycle delivery. Instructions: deliver to reception. Room # given for reference. The rider wouldn't leave at reception, as instructed. Of course, the staff weren't going to let him in.
Uber offer much, but can fail on the basics. Will avoid henceforth.",2023-04-24T09:08:03.000Z,2,dw54aus,productreview,Rider nearly rode off with my dinner
"Terrible AdThe fact that Uber Eats has Kardashians in their latest advertisement,
is the reason I will never use Uber Eats or Uber anything else.",2023-04-23T12:39:32.000Z,2,BellyBeanBabee,productreview,Terrible Ad
Door bellQuick delivery however last three deliveries the driver can’t seem to ring the doorbell or knock. The app didn’t show the food as delivered so cold food on three occasions,2023-04-23T05:08:51.000Z,2,Alan z.,productreview,Door bell
"Promo discounts are lies!!!Promo discounts never work! I have confirmed expiry dates and read small shify fonts T&C’s. However everytime it says just pay and discount will be applied after payment. Did that for more than 3 or 4 promo discounts, not one workd! So untruthful and being a genuine customer it is very upsetting!",2023-04-22T05:02:45.000Z,2,JD C.,productreview,Promo discounts are lies!!!
"Service fee & delivery feeI don't care how you spin it. Uber eats are so expensive. If the delivery fee is low, best believe the service fee gonna be high",2023-04-21T23:42:30.000Z,2,Kev,productreview,Service fee & delivery fee
NEVER USE THISYou dont care about who u hire and EVERY time I have ordered from you it’s a disappointment,2023-04-17T10:55:46.000Z,2,Kelly,productreview,NEVER USE THIS
Missing itemVery hard to contact uber help support...to complain our orders,2023-04-08T06:48:42.000Z,2,virgie a.,productreview,Missing item
"Sadly I see why they have 1.2 starsReally disappointing customer service.
We didn't receive a few items on our order and made a complaint.
Their response was... And I quote their email:
""Thanks for reaching out to us, *******.
I’ve reviewed the details of your order from the store’s menu and it appears that your order was correct.
On this occasion, we are unable to provide any compensation or refund for this order. We do however encourage you to rate your order in the app so that the store can make use of your feedback to improve their service in the future
Hope this helps c... Read more",2023-03-12T02:46:47.000Z,2,Tim D.,productreview,Sadly I see why they have 1.2 stars
"Paid for Uber eats priority and it’s a joke! Good still arrives late after delays and stone coldPaid extra for priority delivery and still arrived cold
Feel like it’s a money grab
Reporting is a joke
Takes you everywhere but where you need to be @unereats stop treating your customers like idiots!!",2023-02-24T08:45:52.000Z,2,KCC,productreview,Paid for Uber eats priority and it’s a joke! Good still arrives late after delays and stone cold
"Not happy this is unacceptableMy grandaughter ordered uber eats the last week from chicken treat when her order got here the man handed her her order and then her bottle of drink when she came in she called me as I look after her she is almost 17 she was annoyed because she noticed that her drink bottle of cool drink was already opened and some taken out , she also said the bag her order was in was scrunched up and on closer inspection her chips were only half full. She then asked me did it look like someone had already had a drink out if it cause it was lower than it shoul... Read more",2023-01-08T19:58:32.000Z,2,nannajaq,productreview,Not happy this is unacceptable
Food is almost always like warm on deliveryIt’s scary to think how some of the drivers pass their license test because common sense seems to be very uncommon. They all seem to have great difficulty finding any address they need to get to. They drive around with the food order so long looking for the address even with their G.P.S guiding them. By the time the food arrives it’s almost always luke warm at best. Not ideal if you’re ordering things like chips which are terrible when you have to reheat them. Some of them seem to think it’s a great idea to leave the food right in front of the... Read more,2022-11-28T17:20:05.000Z,2,Melanie H.,productreview,Food is almost always like warm on delivery
Driver was no showDriver cancelled order even though I gave detailed instructions in notes. Its a large building on a main road so not hard to find,2022-11-14T03:16:11.000Z,2,Joanne Gilbert,productreview,Driver was no show
"Potluck with Uber EatsI am new to Uber Eats, I have only used it twice, the Chinese was good, arrived fast and hot. My second attempt - Greek - was very poor. If I had been served this in the restaurant, I would have sent it back. So I wonder, what sort of redress is available under consumer protection rules? Or will I just have to try different providers / advise from friends etc? Also, the order in a cafe/restaurant would have been some 40% less.",2022-11-11T11:55:17.000Z,2,johnnys,productreview,Potluck with Uber Eats
"Extremely annoying!They constantly text you at all hours of the night. The other food app companies don't
text me at all. If I want food, I'll order food.",2022-10-26T09:33:39.000Z,2,Geoff Murray,productreview,Extremely annoying!
"Not idealLast few times we have used Uber Eats, they had another delivery before ours. I have no problem with them dropping another order off on the way. However, as an example the first delivery went to the next suburb past us and then back to us making our food cold when it arrived. I don't mind, in theory, having other deliveries on the way, but the system doesn't work for us if we get cold food.",2022-08-21T08:28:00.000Z,2,Dissapointed,productreview,Not ideal
Communicate delivery drivers!I tipped my Ubereats delivery driver 25% Is it too much to ask to either knock or message/call me once you leave the food? I will not tip again!,2022-08-01T12:02:57.000Z,2,Glenny,productreview,Communicate delivery drivers!
"Customer supportWorst customer support ever!!..
Doordash a lot better in understanding y'all",2022-07-28T10:29:22.000Z,2,Uber sucks,productreview,Customer support
"I watch drivers pick up my food and drive in opposite direction EVEN THOUGH I PAID FOR PRIORITY DELIVERY!Drivers need to get a decent GPS app! I always pay for priority delivery, because I'm selfish that way, but when you pay for that, and then watch them drive opposite direction, that makes me VERY angry",2022-07-18T06:03:30.000Z,2,MGF,productreview,I watch drivers pick up my food and drive in opposite direction EVEN THOUGH I PAID FOR PRIORITY DELIVERY!
Charged twiceWas charged twice one a temporary charge that allegedly will be refunded in 7-10 days why should I be out of pocket for up to 10 days why take the money if it’s allegedly being refunded in up-to 10 days very disappointed and have lodged a complaint.,2022-06-19T01:41:08.000Z,2,Chris M.,productreview,Charged twice
