stars,cleaned_text,sentiment
1,"['literally', 'scam', 'multiple', 'time', 'refund', 'placed', 'restriction', 'account', 'aware', 'restriction', 'placed', 'continued', 'usual', 'never', 'refunded', 'back', 'item', 'paid', 'never', 'received', 'time', 'frame', 'restriction', 'lifted', 'deleting', 'account', 'sticking', 'doordash']",negative
5,"['vast', 'improvement', 'past', 'two', 'year', 'food', 'delivery', 'service', 'use', 'dependable', 'delivery', 'service', 'wish', 'pricing', 'better', 'member', 'cost', 'food', 'keep', 'rising', 'ca', 'fault', 'guy', 'increase', 'driver', 'responsive', 'quick', 'delivery', 'happy', 'customer']",positive
1,"['app', 'efficient', 'customer', 'service', 'complete', 'garbage', 'u', 'receive', 'wrong', 'item', 'report', 'help', 'refund', 'u', 'giving', 'u', 'cash', 'instead', 'refunding', 'ur', 'giving', 'u', 'actual', 'amount', 'u', 'spent', 'sit', 'right', 'also', 'like', 'give', 'promotion', 'u', 'try', 'use', 'work', 'agent', 'give', 'b', 'excuse', 'smh']",negative
1,"['terrible', 'none', 'place', 'ever', 'available', 'delivery', 'yet', 'delivery', 'place', 'available', 'delivery', 'plus', 'place', 'show', 'far', 'away', 'immediate', 'area', 'kilometer', 'away', 'bet', 'first', 'discount', 'expires', 'delivery', 'available']",negative
4,"['awesome', 'service', 'convenient', 'issue', 'pop', 'price', 'bit', 'pricey', 'come', 'delivery', 'fee', 'hence', 'star', 'paying', 'convenience', 'driving', 'haha']",positive
1,"['disappointed', 'food', 'delivery', 'service', 'received', 'placed', 'applebee', 'delayed', 'hour', 'started', 'one', 'driver', 'sent', 'another', 'food', 'finally', 'received', 'food', 'cold', 'one', 'complain', 'however', 'food', 'sent', 'elderly', 'parent', 'texas', 'app', 'method', 'dispute', 'case', 'address', 'problem', 'worth', 'cold', 'food']",negative
4,"['fee', 'bit', 'much', 'app', 'pretty', 'good', 'would', 'nice', 'could', 'mark', 'profile', 'allergy', 'medical', 'condition', 'need', 'considered', 'im', 'diabetic', 'always', 'make', 'sure', 'driver', 'tell', 'restauraunt', 'pour', 'drink', 'cu', 'dont', 'always', 'pay', 'attention', 'sometimes', 'driver', 'get', 'switched', 'get', 'late', 'ive', 'gotten', 'regular', 'soda']",positive
1,"['wanted', 'place', 'today', 'come', 'find', 'apparently', 'still', 'owe', 'money', 'previous', 'cash', 'paid', 'ca', 'even', 'find', 'way', 'navigate', 'app', 'get', 'help', 'issue', 'specifically', 'update', 'managed', 'get', 'agent', 'aikhla', 'assisted', 'clearing', 'issue', 'sign', 'goodwill', 'needle', 'say', 'horrible', 'service', 'never', 'ordering']",negative
2,"['food', 'take', 'long', 'get', 'delivered', 'keep', 'messing', 'nothing', 'dont', 'accommodate', 'spent', 'dollar', 'delivered', 'minute', 'late', 'incorrect', 'item', 'reimbursed', 'cash', 'dlrwnt', 'even', 'cover', 'tax', 'fee', 'giys', 'keep', 'increasing', 'day', 'something', 'need', 'change']",negative
1,"['every', 'time', 'food', 'always', 'arrives', 'late', 'cold', 'time', 'limit', 'food', 'expected', 'latest', 'driver', 'picked', 'food', 'minute', 'expected', 'time', 'took', 'minute', 'deliver', 'cold', 'food', 'tipped', 'never', 'using', 'app']",negative
2,"['keep', 'saying', 'come', 'back', 'driver', 'never', 'read', 'message', 'never', 'answer', 'phone', 'food', 'get', 'cold', 'happens', 'one', 'time', 'uninstall', 'app', 'everyone', 'else', 'office', 'expensive', 'get', 'consistently', 'wrong']",negative
5,"['app', 'use', 'food', 'drink', 'click', 'button', 'new', 'feature', 'grocery', 'deal', 'make', 'abit', 'user', 'friendly', 'new', 'user', 'wanting', 'save', 'seamless', 'movement', 'app', 'app', 'function', 'price', 'duable', 'le', 'cheaper', 'competitor']",positive
1,"['downloaded', 'leave', 'review', 'app', 'worthless', 'nearly', 'yr', 'continue', 'take', 'monthly', 'subscription', 'account', 'thing', 'never', 'subscribed', 'never', 'signed', 'anything', 'service', 'live', 'tried', 'contact', 'support', 'repeatedly', 'told', 'email', 'respond', 'taken', 'account', 'illegally', 'nothing', 'help', 'fix', 'problem', 'even', 'respond']",negative
1,"['charge', 'monthly', 'fee', 'fee', 'use', 'app', 'top', 'extra', 'cost', 'added', 'food', 'item', 'mean', 'dam', 'petty', 'tip', 'even', 'though', 'never', 'check', 'see', 'food', 'correct', 'one', 'suffer', 'driver', 'know', 'people', 'tip', 'use', 'u', 'next', 'time', 'statement', 'heard', 'read', 'driver', 'personally', 'understand', 'restaurant', 'one', 'forgets', 'food', 'time', 'driver', 'check']",negative
1,"['got', 'combo', 'receive', 'drink', 'contacted', 'app', 'never', 'contacted', 'back', 'give', 'automated', 'chatbot', 'help', 'find', 'number', 'customer', 'service', 'online', 'get', 'real', 'person', 'help', 'day', 'late', 'minute', 'inquired', 'got', 'chatbot', 'app', 'telling', 'thing', 'happen', 'nothing', 'save', 'trouble', 'use', 'doordash', 'terrible']",negative
1,"['worst', 'ever', 'placed', 'promo', 'automatically', 'promo', 'removed', 'charged', 'full', 'talk', 'customer', 'service', 'took', 'different', 'agent', 'someone', 'even', 'check', 'problem', 'properly', 'one', 'say', 'merchant', 'promo', 'ca', 'anything', 'clearly', 'ubereats', 'promo', 'next', 'one', 'say', 'expired', 'still', 'say', 'day', 'promo', 'expire', 'ask', 'like', 'misleading', 'people', 'still', 'solution']",negative
1,"['issue', 'everyone', 'else', 'promo', 'code', 'applying', 'customer', 'service', 'absolutely', 'atrocious', 'first', 'assured', 'promo', 'would', 'applied', 'said', 'would', 'applied', 'buisness', 'day', 'could', 'tell', 'amount', 'would', 'applied', 'finally', 'told', 'breached', 'term', 'service', 'without', 'telling', 'breached', 'closed', 'conversation', 'refused', 'respond', 'hopefully', 'help', 'someone']",negative
1,"['expensive', 'price', 'lot', 'restaurant', 'place', 'expansive', 'fee', 'one', 'delivery', 'guy', 'multiple', 'time', 'cause', 'late', 'food', 'cold', 'poor', 'customer', 'service', 'im', 'disappointed', 'like']",negative
1,"['last', 'time', 'dinner', 'u', 'paid', 'express', 'delivery', 'total', 'euro', 'food', 'arrived', 'min', 'took', 'almost', 'half', 'hour', 'looking', 'map', 'either', 'driver', 'got', 'lost', 'way', 'made', 'several', 'diversion', 'another', 'delivery', 'way', 'paid', 'express', 'delivery', 'food', 'arrived', 'cold', 'beer', 'warm', 'contacted', 'customer', 'service', 'refunded', 'euro', 'even', 'cover', 'tip', 'preselected', 'app', 'work', 'service']",negative
1,"['uberone', 'customer', 'year', 'lately', 'received', 'item', 'refuse', 'refund', 'monies', 'support', 'automated', 'message', 'confirm', 'eligible', 'refund', 'price', 'adjustment', 'recently', 'continued', 'complain', 'missed', 'entree', 'got', 'person', 'stated', 'delivery', 'matched', 'delivery', 'sealed', 'paper', 'bag', 'could', 'match', 'asked', 'supervisor', 'ignored']",negative
5,"['love', 'use', 'doordash', 'constantly', 'app', 'service', 'sooo', 'tedious', 'offer', 'coupon', 'promos', 'unlike', 'dd', 'every', 'experience', 'contact', 'drop', 'done', 'quickly', 'efficiently', 'without', 'hassle', 'app', 'smooth', 'nice', 'user', 'experience', 'thus', 'far', 'one', 'well', 'worth', 'see', 'still', 'significantly', 'le', 'v', 'dd', 'area', 'keep', 'expanding', 'switch', 'permanently', 'around', 'great']",positive
1,"['advertise', 'added', 'fee', 'check', 'fee', 'add', 'cancel', 'sec', 'seeing', 'charge', 'fee', 'canceling', 'let', 'customer', 'service', 'know', 'right', 'away', 'tell', 'accurate', 'next', 'time', 'still', 'charge', 'nothing']",negative
1,"['zero', 'star', 'placed', 'cancelled', 'however', 'money', 'still', 'came', 'accout', 'recieved', 'email', 'showing', 'list', 'number', 'contact', 'customer', 'support', 'via', 'email', 'app', 'tried', 'finding', 'number', 'call', 'one', 'disputing', 'bank', 'open', 'tomorrow', 'used', 'last', 'money', 'dinner', 'u', 'food', 'refund', 'fun', 'store', 'something']",negative
4,"['usually', 'happy', 'app', 'ordering', 'process', 'even', 'subscribed', 'one', 'year', 'unfortunately', 'longer', 'case', 'due', 'recent', 'experience', 'support', 'refused', 'offer', 'assistance', 'two', 'meal', 'arrived', 'incorrectly', 'ie', 'steak', 'sub', 'bbq', 'sauce', 'came', 'caesar', 'teriyaki', 'sauce', 'instead', 'telling', 'u', 'wanted', 'food', 'actually', 'paid', 'put', 'allergen', 'request', 'deleting', 'unsubscribing']",positive
5,"['made', 'mistake', 'using', 'door', 'dash', 'first', 'horrible', 'trashy', 'experience', 'came', 'first', 'experience', 'perfect', 'see', 'pfp', 'delivery', 'driver', 'adjust', 'tip', 'app', 'navigates', 'much', 'better', 'door', 'dash', 'food', 'smell', 'like', 'pot', 'come', 'delivered', 'rude', 'driver', 'could', 'read', 'apartment', 'building', 'letter', 'around', 'pleased', 'use', 'service']",positive
1,"['terrible', 'customer', 'support', 'got', 'charged', 'never', 'arrived', 'messaged', 'immediately', 'told', 'someone', 'would', 'get', 'back', 'one', 'got', 'charged', 'told', 'missed', 'hour', 'window', 'report', 'would', 'surprised', 'design', 'awful', 'try', 'eat', 'deliveroo']",negative
1,"['double', 'charged', 'choosing', 'increase', 'driver', 'tip', 'delivery', 'would', 'tell', 'ca', 'adjusted', 'hour', 'delivery', 'reached', 'got', 'paypal', 'notification', 'charge', 'shady', 'petty', 'uninstalling', 'app']",negative
1,"['updating', 'review', 'customer', 'service', 'joke', 'missing', 'item', 'wrong', 'item', 'try', 'contact', 'support', 'get', 'auto', 'message', 'say', 'item', 'eligible', 'refund', 'ca', 'charge', 'people', 'wrong', 'item', 'thing', 'receive', 'pathetic', 'kind']",negative
1,"['absolutely', 'disgusted', 'placed', 'arrive', 'called', 'delivery', 'driver', 'laughing', 'friend', 'hang', 'call', 'called', 'restaurant', 'said', 'never', 'received', 'cancelled', 'hour', 'say', 'wasted', 'delivery', 'person', 'resturants', 'time', 'getting', 'refund', 'robbery', 'online', 'help', 'rubbish', 'would', 'given', 'zero', 'star', 'option']",negative
1,"['incredible', 'high', 'price', 'climbed', 'insane', 'charge', 'delivery', 'fee', 'top', 'pretty', 'sure', 'menu', 'item', 'little', 'bit', 'expensive', 'walked', 'store', 'getting', 'gouged', 'every', 'angle']",negative
1,"['every', 'year', 'go', 'portugal', 'christmas', 'holiday', 'problem', 'wo', 'accept', 'address', 'building', 'side', 'side', 'different', 'door', 'name', 'building', 'apartment', 'app', 'refuse', 'accept', 'address', 'force', 'automatically', 'making', 'impossible', 'u', 'issue', 'lift', 'pick', 'ride', 'downstairs', 'apartment', 'building', 'entrance', 'make', 'impossible', 'food']",negative
1,"['bad', 'app', 'frauded', 'even', 'ca', 'complain', 'made', 'yesterday', 'cancelled', 'straighway', 'min', 'without', 'obvious', 'reason', 'fully', 'charged', 'tried', 'contact', 'find', 'cancelled', 'way', 'way', 'option', 'called', 'help', 'give', 'general', 'stupid', 'suggesions', 'could', 'cancelled', 'waited', 'hour', 'receipt', 'showing', 'cancelled']",negative
1,"['recently', 'ubereats', 'canceled', 'within', 'minute', 'received', 'cancellation', 'notification', 'app', 'however', 'refund', 'claiming', 'notified', 'kind', 'policy', 'notified', 'despite', 'getting', 'refund', 'notification', 'refused', 'send', 'food', 'refund', 'money', 'explained', 'situation', 'student', 'frustrated', 'deleted', 'account', 'wo', 'using', 'ubereats', 'opting', 'alternative', 'value', 'customer']",negative
1,"['care', 'customer', 'get', 'money', 'say', 'sorry', 'placed', 'place', 'literally', 'min', 'house', 'family', 'put', 'thru', 'location', 'way', 'across', 'town', 'driver', 'got', 'food', 'fast', 'almost', 'hr', 'drive', 'fast', 'food', 'car', 'top', 'went', 'cancel', 'quick', 'avoid', 'cold', 'soggy', 'food', 'showed', 'location', 'app', 'said', 'cancelled', 'would', 'charge', 'total']",negative
1,"['fun', 'fact', 'mark', 'price', 'care', 'quality', 'food', 'get', 'shane', 'tip', 'think', 'enough', 'save', 'money', 'go', 'get', 'food', 'save', 'buck', 'priced', 'pay', 'pay', 'service', 'fee', 'delivery', 'fee', 'tip', 'shame', 'dollar', 'meal', 'end', 'costing', 'least', 'dollar', 'favor', 'go', 'get', 'worth', 'throwing', 'away', 'money']",negative
1,"['totally', 'enough', 'say', 'way', 'never', 'arrived', 'ca', 'speak', 'anyone', 'ca', 'get', 'money', 'back', 'last', 'two', 'also', 'like', 'still', 'money', 'back', 'got', 'new', 'missing', 'one', 'talk', 'driver', 'probably', 'lazy', 'drive', 'say', 'completed', 'lost', 'money', 'grocery', 'option', 'talk', 'anyone', 'app']",negative
1,"['ordering', 'anymore', 'delivery', 'people', 'delivering', 'full', 'ubers', 'response', 'criterion', 'meet', 'refund', 'mean', 'refund', 'burger', 'fry', 'nugget', 'drink', 'incompetent', 'delivery', 'driver', 'delivers', 'burger', 'fry', 'paid', 'full', 'item', 'entitled', 'refund', 'get', 'called', 'driver', 'answer', 'start', 'taking', 'money', 'driver', 'pay', 'deliver', 'complete', 'bet', 'fix']",negative
2,"['restaurant', 'deliver', 'one', 'day', 'next', 'day', 'drink', 'switched', 'completely', 'worng', 'restaurant', 'cancle', 'within', 'notice', 'rare', 'get', 'exactly', 'asked', 'great', 'giving', 'credit', 'getting', 'correct', 'would', 'happier']",negative
1,"['lost', 'cad', 'app', 'unknown', 'reason', 'delivered', 'account', 'france', 'live', 'canada', 'one', 'access', 'account', 'checked', 'idk', 'worst', 'security', 'payment', 'discontinued', 'card', 'fund', 'even', 'accept', 'called', 'emailed', 'help', 'refund', 'security', 'prob', 'told', 'wait', 'day', 'return', 'call', 'ignored', 'entirely', 'help', 'received', 'email', 'call', 'worst', 'service', 'ever', 'cancelled', 'one']",negative
1,"['live', 'chat', 'number', 'way', 'contact', 'customer', 'service', 'custom', 'requested', 'enter', 'promo', 'code', 'submit', 'issue', 'promo', 'code', 'used', 'app', 'purposely', 'prevent', 'customer', 'submitting', 'issue', 'placed', 'grocery', 'apple', 'damaged', 'egg', 'broken', 'kiwi', 'overripe', 'going', 'dispute', 'charge', 'entire', 'cc']",negative
1,"['app', 'total', 'rip', 'download', 'add', 'feature', 'customer', 'rate', 'store', 'according', 'service', 'received', 'got', 'delayed', 'whole', 'night', 'ca', 'get', 'refund', 'money', 'spent', 'fault', 'deliver', 'would', 'restaurant', 'accept', 'know', 'capability', 'deliver', 'help', 'solve', 'issue']",negative
1,"['could', 'give', 'star', 'would', 'thing', 'consistent', 'app', 'people', 'stealing', 'item', 'taking', 'hour', 'ubereats', 'rectify', 'situation', 'wait', 'take', 'money', 'item', 'wait', 'hour', 'fix', 'issue', 'day', 'return', 'money', 'app', 'joke', 'majority', 'driver', 'thief', 'last', 'time', 'using', 'app']",negative
1,"['deleted', 'year', 'ago', 'thing', 'improved', 'customer', 'service', 'bad', 'restaurant', 'make', 'wait', 'hour', 'cancel', 'close', 'shop', 'even', 'bother', 'cancel', 'got', 'attitude', 'greatfull', 'get', 'refund', 'food', 'receive', 'customer', 'service', 'end', 'conversation', 'start', 'complain', 'deliveroo', 'better']",negative
1,"['use', 'use', 'restaurant', 'delivery', 'service', 'careful', 'advertisement', 'scam', 'say', 'called', 'restaurant', 'verify', 'advertisement', 'nonsense', 'click', 'advert', 'choose', 'restaurant', 'choose', 'special', 'careful', 'might', 'actually', 'special', 'call', 'restaurant']",negative
1,"['meal', 'messed', 'could', 'even', 'eat', 'given', 'yet', 'still', 'pay', 'full', 'price', 'even', 'though', 'even', 'get', 'happy', 'someone', 'ca', 'read', 'simple', 'reciept', 'therefor', 'pay', 'full', 'price', 'wo', 'getting', 'refund', 'absolute', 'joke', 'wo', 'using', 'anymore', 'take', 'money', 'despite', 'getting', 'payed', 'tell', 'take', 'account', 'thanks', 'understanding']",negative
1,"['absolutely', 'scam', 'canceled', 'taking', 'entirely', 'long', 'took', 'money', 'anyways', 'talking', 'still', 'pay', 'merchant', 'food', 'never', 'received', 'mention', 'pay', 'monthly', 'membership', 'fee', 'disappointing', 'download', 'scamming', 'sure', 'update', 'stole', 'damn', 'money']",negative
4,"['working', 'well', 'since', 'last', 'rating', 'thank', 'grateful', 'service', 'hope', 'blessing', 'work', 'well', 'help', 'lot', 'due', 'disability', 'mother', 'age', 'edit', 'site', 'limit', 'coupon', 'used', 'place', 'previously', 'far', 'may', 'due', 'restaurant', 'changing', 'demand', 'disappointing']",positive
3,"['use', 'app', 'really', 'busy', 'schedule', 'otherwise', 'drive', 'nearest', 'restaurant', 'food', 'talk', 'socialize', 'real', 'human', 'waiting', 'food', 'save', 'ton', 'money', 'food', 'item', 'heavily', 'inflated', 'nothing', 'app']",neutral
1,"['customer', 'service', 'become', 'poor', 'point', 'partial', 'refund', 'missing', 'damaged', 'item', 'case', 'experience', 'latest', 'issue', 'drink', 'spilled', 'inside', 'bag', 'arrived', 'driver', 'told', 'restaurant', 'employee', 'fault', 'securing', 'properly', 'end', 'told', 'could', 'get', 'refund', 'drink', 'kind', 'service', 'using']",negative
2,"['watch', 'use', 'choose', 'use', 'priority', 'delivery', 'decent', 'chance', 'driver', 'wo', 'go', 'place', 'first', 'also', 'tip', 'also', 'noticed', 'price', 'food', 'app', 'higher', 'go', 'get', 'food']",negative
1,"['app', 'scam', 'promo', 'code', 'first', 'put', 'promo', 'apply', 'cancel', 'found', 'changed', 'cancellation', 'fee']",negative
1,"['food', 'set', 'arrive', 'hour', 'late', 'delivered', 'still', 'billed', 'refused', 'refund', 'charge', 'claiming', 'could', 'see', 'driver', 'stopped', 'correct', 'address', 'support', 'line', 'disconnected', 'twice', 'hold', 'circumstance', 'someone', 'make', 'purchase']",negative
1,"['app', 'stolen', 'twice', 'made', 'like', 'bad', 'guy', 'never', 'using', 'owe', 'dollar', 'finally', 'agreed', 'give', 'refund', 'still', 'acted', 'like', 'fault', 'untrustworthy', 'organization', 'ever', 'dealt', 'always', 'recommend', 'people', 'never', 'use', 'service', 'agreed', 'refunded', 'dollar', 'last', 'still', 'dollar', 'refused', 'refund']",negative
4,"['great', 'service', 'difficult', 'follow', 'missing', 'item', 'really', 'like', 'able', 'schedule', 'delivery', 'tracking', 'great', 'arrive', 'drink', 'way', 'chase', 'get', 'drink', 'refund', 'missing', 'drink']",positive
1,"['terrible', 'customer', 'service', 'issue', 'food', 'turning', 'stone', 'cold', 'driver', 'route', 'kept', 'changing', 'fit', 'left', 'brought', 'u', 'said', 'going', 'refund', 'achieved', 'message', 'couldnt', 'reply', 'whenever', 'opened', 'new', 'issue', 'told', 'respond', 'original', 'message', 'thread', 'explain', 'multiple', 'time', 'could', 'reply', 'original', 'thread', 'however', 'kept', 'closing']",negative
1,"['worst', 'ever', 'experience', 'ever', 'dont', 'use', 'anything', 'food', 'related', 'grocery', 'restaurant', 'nothing', 'want', 'good', 'app', 'go', 'doordash', 'really', 'helpful', 'always', 'spot']",negative
1,"['may', 'get', 'scammed', 'nandos', 'bellville', 'accepted', 'driver', 'go', 'collect', 'tell', 'received', 'call', 'nandos', 'tell', 'cancel', 'app', 'reorder', 'try', 'charge', 'regardless', 'apparent', 'error', 'try', 'rectify', 'helpline', 'like', 'speaking', 'brick', 'wall', 'one', 'person', 'listened', 'told', 'sorry', 'restaurant', 'prepared', 'according', 'app', 'pay']",negative
1,"['use', 'debit', 'credit', 'card', 'identity', 'verification', 'ca', 'use', 'gift', 'card', 'credit', 'food', 'without', 'either', 'aforementioned', 'payment', 'option', 'prove', 'either', 'would', 'need', 'gift', 'card', 'apps']",negative
1,"['give', 'expected', 'time', 'delivery', 'ask', 'received', 'food', 'tell', 'click', 'contact', 'restaurant', 'restaurant', 'answer', 'cancel', 'ahour', 'late', 'answer', 'restaurant', 'charged', 'cost', 'canceling', 'use', 'app', 'recommend', 'use', 'anyone', 'else']",negative
1,"['normally', 'appreciate', 'try', 'tip', 'everyone', 'work', 'hard', 'driver', 'took', 'pic', 'food', 'left', 'incorrect', 'address', 'let', 'support', 'know', 'never', 'received', 'go', 'many', 'different', 'help', 'screen', 'end', 'told', 'nothing', 'could', 'done', 'partner', 'hannah', 'tran', 'paid', 'food', 'fed', 'neighbor']",negative
2,"['prev', 'review', 'fall', 'star', 'apps', 'better', 'prob', 'help', 'issue', 'app', 'made', 'driver', 'afraid', 'think', 'know', 'gon', 'na', 'rain', 'overnite', 'park', 'run', 'food', 'said', 'thanks', 'u', 'need', 'umbrella', 'go', 'grab', 'seemed', 'confused', 'said', 'got', 'behind', 'door', 'get', 'one', 'ur', 'later', 'fluent', 'eng', 'realized', 'seemed', 'afraid', 'help', 'option', 'document', 'customer', 'think', 'unintentionally', 'freaked', 'employee']",negative
5,"['pretty', 'good', 'wish', 'restaurant', 'participated', 'calling', 'people', 'let', 'know', 'something', 'unavailable', 'especially', 'upcharge', 'paid', 'receive', 'restaurant', 'issue', 'ubers', 'driver', 'generally', 'nice', 'helpful', 'lot', 'nicer', 'compared', 'regular', 'driver']",positive
5,"['switched', 'dd', 'pretty', 'easy', 'use', 'really', 'really', 'good', 'discount', 'certain', 'dish', 'certain', 'restaurant', 'bogo', 'make', 'little', 'sad', 'restaurant', 'free', 'delivery', 'dd', 'big', 'deal', 'also', 'love', 'option', 'give', 'specific', 'tip', 'necessarily', 'calculate']",positive
5,"['fee', 'bit', 'high', 'app', 'easy', 'convenient', 'especially', 'time', 'craving', 'food', 'certain', 'restaurant', 'dont', 'feel', 'like', 'leaving', 'house', 'time', 'arrival', 'estimate', 'correct', 'time', 'arrived', 'late', 'cold', 'incorrect', 'always', 'made', 'right']",positive
1,"['terrible', 'customer', 'service', 'outback', 'steakhouse', 'steak', 'medium', 'rare', 'burned', 'crisp', 'pasta', 'little', 'sauce', 'good', 'thing', 'shrimp', 'wont', 'back', 'definitely', 'wont', 'use', 'apparently', 'ordering', 'thru', 'zero', 'recourse', 'apparently', 'since', 'another', 'issue', 'many', 'request', 'adjustment', 'literally', 'recommend', 'ue']",negative
4,"['really', 'like', 'using', 'app', 'since', 'give', 'good', 'deal', 'like', 'got', 'deal', 'grocery', 'selected', 'store', 'ten', 'case', 'shasta', 'like', 'dollar', 'also', 'given', 'deal', 'gas', 'station', 'pick', 'snake', 'spending', 'limit', 'lot', 'drink', 'refrigerator', 'also', 'come', 'restaurant', 'fast', 'food', 'jack', 'box', 'give', 'little', 'deal', 'like', 'buy', 'one', 'get', 'one', 'free', 'kind', 'deal']",positive
5,"['getting', 'yearly', 'one', 'subscription', 'worth', 'esp', 'offer', 'receive', 'lot', 'offer', 'cash', 'back', 'discount', 'fee', 'every', 'deal', 'worth', 'course', 'economy', 'buy', 'get', 'free', 'get', 'make', 'huge', 'difference', 'price']",positive
3,"['would', 'driver', 'far', 'courteous', 'quick', 'sent', 'offer', 'free', 'uberone', 'used', 'certain', 'td', 'payment', 'method', 'like', 'free', 'signed', 'refused', 'card', 'pictured', 'promo', 'inquired', 'eventually', 'suggested', 'removing', 'card', 'inputting', 'luck', 'ca', 'get', 'response', 'question', 'minus', 'star', 'poor', 'customer', 'service', 'maybe', 'least', 'respond']",neutral
1,"['alot', 'thing', 'wrong', 'flawed', 'horrible', 'offer', 'minute', 'delivery', 'option', 'take', 'minute', 'told', 'late', 'due', 'food', 'ready', 'minute', 'later', 'rep', 'told', 'heading', 'towards', 'store', 'get', 'customer', 'service', 'rep', 'told', 'give', 'maximum', 'cash', 'back', 'delivery', 'tell', 'sorry', 'customer', 'service', 'best', 'company', 'tie', 'hand']",negative
5,"['really', 'love', 'uberbeats', 'definitely', 'go', 'app', 'come', 'food', 'delivery', 'tried', 'competing', 'food', 'delivery', 'apps', 'company', 'even', 'come', 'close', 'quick', 'prompt', 'efficient', 'convenient', 'find', 'experience', 'much', 'positive', 'come', 'customer', 'service', 'taking', 'care', 'error', 'made', 'full', 'refund', 'credit', 'account', 'complaint', 'service', 'fee', 'adding']",positive
1,"['charged', 'double', 'one', 'authorization', 'hold', 'said', 'day', 'cleared', 'busy', 'issue', 'week', 'keep', 'telling', 'money', 'took', 'contacting', 'bank', 'telling', 'must', 'email', 'saying', 'pending', 'charge', 'need', 'reversed', 'ue', 'gave', 'website', 'fill', 'double', 'charged', 'form', 'work', 'keep', 'escalating', 'issue', 'nobody', 'seems', 'able', 'help']",negative
3,"['love', 'app', 'compared', 'doordash', 'service', 'little', 'iffy', 'driver', 'sometimes', 'little', 'rude', 'take', 'unrealistically', 'long', 'time', 'multiple', 'occasion', 'put', 'food', 'wrong', 'house', 'text', 'call', 'never', 'get', 'answer']",neutral
1,"['continues', 'post', 'inaccurate', 'delivery', 'time', 'fee', 'clear', 'search', 'going', 'back', 'restaurant', 'making', 'start', 'continuously', 'brings', 'search', 'result', 'nothing', 'searched', 'bring', 'store', 'want', 'store', 'restaurant', 'available']",negative
1,"['thru', 'give', 'girl', 'bicycle', 'clear', 'across', 'town', 'time', 'got', 'minute', 'late', 'cold', 'half', 'missing', 'driver', 'would', 'reply', 'back', 'reached', 'meagan', 'said', 'nothing', 'could', 'deleting', 'app', 'never', 'using', 'minus', 'star', 'rating', 'deserves', 'driver', 'eat', 'food', 'ok']",negative
1,"['local', 'restuarans', 'available', 'none', 'chinese', 'take', 'aways', 'fish', 'ship', 'shop', 'available', 'everyone', 'like', 'pizza', 'indian', 'food', 'also', 'email', 'address', 'phone', 'number', 'client', 'use', 'one', 'ca', 'even', 'request', 'add', 'restuarants', 'app', 'exactly', 'menulog', 'limited', 'option', 'even', 'tho', 'different', 'restuarants', 'area']",negative
1,"['delivery', 'take', 'forever', 'always', 'mess', 'restaurant', 'mess', 'blame', 'driver', 'take', 'accountability', 'tell', 'report', 'nothing', 'ever', 'happens', 'better', 'using', 'app', 'show', 'time', 'issue', 'u', 'proof', 'also', 'easy', 'navigate']",negative
3,"['app', 'incredibly', 'accurate', 'come', 'tracing', 'delivery', 'customer', 'support', 'prompt', 'lodging', 'complaint', 'delivery', 'missed', 'one', 'still', 'havent', 'refunded', 'company', 'purchased', 'low', 'fund', 'even', 'let', 'buy', 'credit', 'im', 'still', 'waiting', 'refunded', 'missing', 'item', 'thats', 'complaint', 'currently']",neutral
4,"['expensive', 'still', 'use', 'health', 'prevents', 'cooking', 'full', 'meal', 'ubereats', 'good', 'emergency', 'option', 'family', 'serf', 'better', 'special', 'treat', 'weekend', 'would', 'recommend', 'making', 'habit', 'using', 'app', 'since', 'truly', 'overpriced', 'like', 'said', 'occasion', 'probably', 'appreciate', 'convenience']",positive
5,"['well', 'really', 'nice', 'use', 'especially', 'hard', 'day', 'work', 'like', 'best', 'go', 'beyond', 'problem', 'really', 'good', 'making', 'right', 'immediately', 'really', 'love', 'customer', 'service', 'leave', 'waiting', 'credit', 'also', 'like', 'follow', 'use', 'pretty', 'fair', 'far', 'price', 'go', 'love', 'way', 'track']",positive
1,"['serious', 'issue', 'driver', 'using', 'multiple', 'apps', 'delivering', 'others', 'track', 'driver', 'app', 'know', 'food', 'coming', 'long', 'take', 'see', 'going', 'mile', 'delivering', 'someone', 'else', 'food', 'mine', 'end', 'cold', 'way', 'complain', 'app', 'nothing', 'ever', 'get', 'done', 'really', 'disappointing', 'bother', 'subscribing', 'one', 'service', 'get']",negative
5,"['love', 'definitely', 'doordash', 'girly', 'assumed', 'cheaper', 'honestly', 'last', 'straw', 'doordash', 'made', 'transition', 'glad', 'much', 'nicer', 'easier', 'app', 'price', 'item', 'actually', 'doordash', 'price', 'feel', 'comfy', 'using', 'know', 'food', 'always', 'arrive', 'driver', 'much', 'kinder', 'unlike', 'doordash', 'zero', 'issue', 'worry', 'every']",positive
1,"['probably', 'worst', 'app', 'mobile', 'history', 'never', 'seen', 'many', 'bug', 'official', 'release', 'could', 'accept', 'real', 'address', 'moving', 'different', 'city', 'accept', 'address', 'gps', 'crazy', 'delivery', 'navigation', 'probably', 'longest', 'route', 'bug', 'fixed', 'year']",negative
