review,date,stars,name,source
"This company is uncooperative and untrustworthy. They sent the same order twice to a restaurant. The restaurant was smart enough to see that it was a duplicate, so they fulfilled one of the order. Ubereats has given me a run-around for 6 months, continually ""escalating"" and ""researching"" it, requesting multiple emails and the story time and time again. Only to deny our request for the refund. They are making money off doing nothing but screwing up. Stay away, use another delivery service or do yourself a favor and just go get your own food. Dont trust them to give a care in the world.
Service
Value
Shipping
Returns
Quality
Show less","September 6th, 2022",1,Tara V.,sitejabber
"I ordered from Ubereats once and ended up paying almost double with the ""fees"" and tip. They constantly send you coupons/promos that fill up your mailbox and when you click them you get an infuriating ""Oops! Sorry, this promo can't be used"". They don't even have a link to contact customer service. Utter garbage. Use Doordash.
Tip for consumers:
Use DoorDash instead, they don't send you 900 emails with coupons that don't work.
Products used:
Uber Eats food delivery.
Service
Value
Quality
Show less","September 21st, 2022",1,ANTHONY D.,sitejabber
"Uber eats is the worst app ever they will not refund u anything even if it's not ur fault they made me wait forever to confirm my order and my kids were hungry about a whole hour then when I canceled it they still took my money.I called the support people and still no help they all where not helpful at all literally no one cared about me having to feed my kids and waiting.
Service
Value
Shipping
Returns
Quality
Show less","April 22nd, 2023",1,Aleeyah h.,sitejabber
My food arrived completely burned down. Wanted to speak to a customer service requesting a refund but there is no one to call because the phone line isn't accepting calls from customers at this time…. What a shame … I have been always ordering from UberEats but this app became a trash that no longer cars about their clients.,"January 16th, 2022",1,Marianna S.,sitejabber
"They charged but never delivered the food - I waited outside for over 20 minutes, the driver kept saying that he is coming but never arrived. The company is currently refusing a refund.","June 4th, 2022",1,Sofia B.,sitejabber
"They deserve less than 1 star. My 12yr old daughter and 13yr old son ordered food. The driver was aggressive in his text messages to them, demanding the PIN number via text but was NO where in our area. They sent the pin via text and next thing you know it says delivered. He never answered so we could find out where he delivered their food to. Uber eats customer service is TRASH…. So now my kids are out of money they worked for. Guess they had to learn the hard way that some businesses have horrible service and will steal from you. None of us will use Uber eats ever again
Products used:
Food
Service
Value
Returns
Quality
Show less","October 30th, 2023",1,Michelle B.,sitejabber
"I waited an hour for my delivery from Trio Restaurant in Palm Springs. I had DETAILED directions to my condo unit in my complex. I saw the driver was at the gate, so I texted him through the app (His name was Michael) and gave him precise directions to get to my unit. I never got a response. I went outside to look for him and as I was walking outside it just said "" Order Cancelled by Driver"" No call, no return text, nothing. Just Cancelled after waiting an hour. I tried to reach out to Uber eats through the application, but I believe it was just an automated response chat as they kept texting back form responses and assuring me I was not charged for my order. No charge, well fair enough, but still no dinner after waiting an hour. NEVER will I use Uber eats again and Never will I go to Trio in Palm Springs again as long as they continue to support UBER Eats!
Show less","March 26th, 2022",1,James D.,sitejabber
"I learned that Uber eats has horrible customer service skills and they do not hold up there end of policy's either. I was supposed to be refunded and they gave me the run around and now they claim it's too late, and I say that's too bad so sad horrible customer service you can't even talk to a live representative to even dispute issues. Something that should be changed in order to make sure customer get the very best of the best service.
Service
Value
Returns
Show less","June 15th, 2023",1,Carrie D.,sitejabber
"Literally ruined our night last night as we ordered food around 7:30 PM and they said a driver was on the way, went through 3 drivers leaving the restaurant or just not picking up the order. I called the restaurant and another driver came and we thought it was ok, I waited outside with my pet duck for a half hour and called the restaurant back and apparently Uber eats ended up not taking our order again. We didn't get to eat until 10PM because we had to go get the food ourselves. With my health I can't stay up late so I barely could eat anything before falling asleep...
Products used:
Food order
Service
Value
Shipping
Returns
Quality
Show less","May 29th, 2023",1,Shelby A.,sitejabber
"First time using Uber Eats and i saw a Buy 1 get 1 free Order. I put in an order and placed it. However, the website barely gave instructions that you have to put in another of the same order to get that one free. So i thought if you put one order, you get the 2nd automatically. Absolutely absurd User Experience. And the fact that i have to call to get a refund instead of clicking a button on the order section is awful and out of the times.
Service
Value
Shipping
Returns
Quality
Show less","November 30th, 2022",1,Saleem A.,sitejabber
"I learned that Uber eats has horrible customer service skills and they do not hold up there end of policy's either. I was supposed to be refunded and they gave me the run around and now they claim it's too late, and I say that's too bad so sad horrible customer service you can't even talk to a live representative to even dispute issues. Something that should be changed in order to make sure customer get the very best of the best service.
Service
Value
Returns
Show less","June 15th, 2023",1,Carrie D.,sitejabber
"Literally ruined our night last night as we ordered food around 7:30 PM and they said a driver was on the way, went through 3 drivers leaving the restaurant or just not picking up the order. I called the restaurant and another driver came and we thought it was ok, I waited outside with my pet duck for a half hour and called the restaurant back and apparently Uber eats ended up not taking our order again. We didn't get to eat until 10PM because we had to go get the food ourselves. With my health I can't stay up late so I barely could eat anything before falling asleep...
Products used:
Food order
Service
Value
Shipping
Returns
Quality
Show less","May 29th, 2023",1,Shelby A.,sitejabber
"This company sucks! My coworker and I ordered Starbucks this morning through the Uber Eats app and waited an hour and a half for someone to go pick up our order. No one ever did so I cancelled the order. What did Uber Eats do? They charged me for the order any way! This isn't the first time they've taken my money. I wouldn't suggest using them! They'll rob you blind! Door dash is way better and cheaper too! Uber Eats sucks!
Service
Value
Shipping
Returns
Quality
Show less","August 5th, 2022",1,Scrubs L.,sitejabber
"Cheap $#*! bastards. I accepted a Walmart delivery order for $8 it was suppose to be 1-5 bags and it was 30+ bags plus a few cases of water and soda and I had to carry all this $#*! up stairs in 100 degree weather all for 8 dollars. No tip or nothing. Mother $#*!ers had to of used food stamps. Cheap $#*! bastards! I called and complained and no one would pay me $#*!. Next Walmart order I accept I'm taking that $#*! home. $#*! Uber $#*! Walmart and $#*! that cheap $#*! customer! People need to learn to tip. Cheap $#*! cocksuckers!
Show less","June 4th, 2023",1,Bradley R.,sitejabber
"I never got my food and Uber Eats refused to contact the delivery driver or refund my money. They just sent me a chat message that my issue does not qualify for a refund. Im calling my bank tomorrow and doing a charge back. And if I have to, I will file a small claims court case against Uber Eats. Their attorney fees alone will cost them more than the $20 they stole from me. Grubhub customer service is so much better.
Products used:
none received
Service
Value
Show less","June 4th, 2023",1,David M.,sitejabber
"I ordered food using uber eats and when the food arrived i food it was completely under cooked and raw. I reported it the minute i saw the food and i received no response. They waited 2 days and then continue to tell me that the order is older than 48 hours... so they can't help after 48 hours! 75$. Gone! I'm done using uber eats and recommend anyone else to use doordash or something else!
Service
Value
Shipping
Returns
Quality
Show less","June 10th, 2023",5,Edward M.,sitejabber
"I tried ordering 4 times and each time there was an issue.I waited over an hour on one then it just got canceled. The same night I placed two additional orders since I was starving and one was a drivers replacement which never happened and they couldnt get a driver at all on the other.

Two hours later Im chatting with customer service wanting the orders canceled.?so I said one last chance since I had their Uber cash.I placed my last order and Papa Johns cremated my food. They wouldnt accept responsibility and Uber lied saying I wouldnt be charged but I was. Now they wont respond but I am going to by reporting them. If I could leave negative marks I would.

I still have Uber cash on there and they can keep the junk. They need to be out of business!
Tip for consumers:
Use any other delivery service. Uber Eats is beyond repulsion.
Service
Value
Shipping
Returns
Quality
Show less","January 10th, 2023",1,April B.,sitejabber
"Ordered a McDelivery order which should have been delivered by Uber Eats. The order was never delivered. Contacted customer services and they won't help. Useless, dishonest and unhelpful company.
Tip for consumers:
Don’t use Uber Eats - they can not be trusted.
Products used:
Nothing was delivered.
Service
Value
Quality
Show less","June 3rd, 2022",1,Catherine F.,sitejabber
"After waiting 1.5 hours my order was missing items. After spending $146 I expect some sort of explanation. The restaurant deferred to Uber Eats who then said they couldn't refund. No explanation and no reason. I continued inquiring as to ""why"" and they couldn't explain. Horrible customer service will not be using again.
Service
Value
Quality
Show less","April 1st, 2023",1,Kimberly D.,sitejabber
"Uber is robbery company. They stole the tips of Uber delivery drivers. Most of the time, the customer writes to the driver that I will send you a good tip, but the driver will not receive any tip money from Uber. They are stealing the driver tips very openly. Why should they interfere in the tips? Tips is a personal thing. Uber have the worst and shameful system. It's really shame for them. Government should investigate properly.","May 13th, 2022",1,Momo K.,sitejabber
"I usually use Uber eats since the delivery fee is cheaper. Half the time I am missing something from my order. I don't know if the driver forgets bags or keeps something for themselves. I have decided today I will go myself and get the food. Nothing is more frustrating then wording food for your kids and getting charged a delivery fee and still having to leave and get the stuff that did not come with my order and repaying for it.
Service
Value
Shipping
Returns
Quality
Show less","August 4th, 2022",1,Angela J.,sitejabber
"We ordered El Pollo Loco online through Uber Eats, because their website said the delivery fee was ""only.49""! Our food bill was $29.95, and we gave our driver $5 cash tip. The original charge on my credit card came in at $36 due to a 'service fee' but an hour later ANOTHER charge came through for $6.62 for a tip we did not authorize. Over $18 for the convenience of having them deliver? No thanks! By the time the extra charge arrived in my email it was past the time I could do anything about it and their customer service is useless. Never again!
Show less","May 5th, 2023",1,Lori S.,sitejabber
"Uber eats should change the brand name to Uber cheats. They deducted the credit from my account for one reason, and on contacting them I heard no response.
Tip for consumers:
Never use them for your service.
Products used:
Grocery
Service
Value
Shipping
Returns
Quality
Show less","October 14th, 2022",1,Nisha C.,sitejabber
"I received my pizza it was cold.uber says that they never guaranteed the temperature. It took forever, and there was a big black ant in my pizza box. Again no responsibility on ubers part. My food felt like it was last in line to be delivered, because I tipped less than 4 dollars. That's the only rational reason why I can think why it took over 40 minutes to deliver it. And I'm sure that was enough time for a bug to enter my pizza box from the driver's car. I mean there's no one making sure that it's sanitary food delivery. We'll I guess Mr ant was added protein. You lost me as a customer.
Show less","May 23rd, 2023",1,Patrick G.,sitejabber
"When I ordered, their website placed the order twice to the same restaurant within a span of 5 minutes. When I saw both my orders being prepared on the website, I cancelled one order immediately. My order total was 25 and they charged me a cancellation fee of 18 and sent me the receipt. I was totally surprised that without my fault, they charged me the cancellation. No logic of how can I order the same thing to the same restaurant twice at the same time. It's so frustrating that they do not have any support on their website. Never going to user Uber Eats again. Stay away from them
Show less","August 19th, 2020",1,Anil K.,sitejabber
"Tells me food places can deliver still but when I finally do all the ordering and try to hit confirm it's now not available. Before this I've had problems too but gave it another try but honestly the worst app I've ever had. Total trash! Better off with accounts that will for-sure get your food and be straight up with you, not let you do all the work to then explain you can't place an order. Never had any trouble w other accounts thought this was better but I was terribly wrong
Tip for consumers:
They suck
Service
Value
Shipping
Returns
Quality
Show less","June 11th, 2022",1,$#*! you F.,sitejabber
"I just ordered at a Red lobster and did not receive my order and I was upset and they did not compensate me in any way. They totally disrespected me and I will soon not use their services. The only reason I'm still with them is because the drivers are A lot better than the other companies. But I wanted to write this review for bad customer service because I'm a loyal member and I deserve compensation for not receiving my order.
Tip for consumers:
They are not kind and friendly only scripted
Products used:
Red lobster restaurant
Service
Value
Shipping
Returns
Quality
Show less","August 10th, 2023",1,Rachel M.,sitejabber
I placed an order it said error unable to process at this time.I immediately hit cancel to reorder they charged. Me the entire order 45.when the order wasn't even placed minute prior.not a cancelation fee...The entire order!.Not to mention i have been a very loyal customer.that always gave good tips.and great reviews,"October 24th, 2023",1,Amanda I.,sitejabber
"I ordered some food, waited for two hours very long time I say. At the and food was cold and taste really bad","September 28th, 2021",2,Pavel V.,sitejabber
"THEY CHARGED ME $27.77 TO CANCEL A 30 ORDER. I spoke with the restaurant, they did not start the order, they want it refunded. Uber eats will not speak via phone. Over text chat said they can't refund. We know that is a lie. Also a lie that the restaurant had started the order. They had not, I was just trying to change order! I reached out in under 1 minute of order sent Do! Do not use this service!","December 6th, 2020",1,Darla B.,sitejabber
Uber eats is practicing the same old nasty policy of over charging for your order! Excuse ensuring you sufficient funds in your account. In fact all they doing giving the image of their company being of a higher value. In the mean time all it does is tie up your funds in your account for up to a week! This should be illegal. Uber eats STOP THIS PRACTICE!,"August 9th, 2022",1,terry d.,sitejabber
"Wij hebben 2 keer besteld bij Uber Eats en nooit ons eten aangekregen. We hadden wel betaald maar het eten is op een volledig verkeerd adres geleverd. Wij krijgen het niet terug betaald. Ook de zogezegde korting werken nooit.
Ze zijn nu 8 klanten kwijt en er zullen er nog volgen!
1 ster is nog teveel, eigenlijk wou ik geen enkele ster geven.
Service
Value
Shipping
Returns
Quality
Show less","November 27th, 2022",1,greet s.,sitejabber
"Not only did the driver sat my order outside someone else's door…it was pouring down raining…so this is how i found my food and now i'm being told ""i am not able to get a refund"". A joke! Contacting my bank to dispute this charge I type this
Service
Value
Shipping
Returns
Quality
Show less","July 9th, 2022",1,hate u.,sitejabber
"Restaurant had a power outage and closed, Uber eats cancelled and charged me. I hate it.
Will never order again!","July 26th, 2023",1,Sanna V.,sitejabber
$#*! uber eats! I hope they go out of business. I never got my food or my money back. $#*!ing scam artist,"February 5th, 2022",1,Precious W.,sitejabber
"Restaurant had a power outage and closed, Uber eats cancelled and charged me. I hate it.
Will never order again!","July 26th, 2023",1,Sanna V.,sitejabber
"Horrible service. Order read error, no confirmation that food order went through, then food arrived without my knowledge sat outside for over 3 hours and would not refund me. Absolutely awful customer services.
Service
Value
Shipping
Returns
Quality
Show less","September 15th, 2023",1,Erica F.,sitejabber
"I responded to a promotion and had just about the worst experience possible. Just about every item in the order was wrong! They were not only not what I ordered, but they were NOT the substitutes I agreed to. The ""customer service"" on the Uber Eats chat was also about the worst ever! This was my first and absolutely last time I will order groceries from them.
Tip for consumers:
Don't! There are so many really good online grocery delivery companies out there. Uber Eats is NOT one of them.
Products used:
This was a food order! Basically nothing I ordered was in the final delivery.
Service
Value
Returns
Quality
Show less","November 3rd, 2022",1,Rochelle K.,sitejabber
"I am a diamond level uber eats driver and their support is absolutely horrible. You have to speak with multiple people, that do not have a clear understanding of the English language, and they do not solve any of the problems. Also, they do not pay consistently with their promotions. I have spent over 4 hours this week, spoke with 14 different people, and not a single CSR was able to help because you are calling a call center somewhere in India. I highly suggest that you do not work for uber eats.
Tip for consumers:
Uber Eats sucks donkey $#*!s.
Service
Value
Show less","August 25th, 2023",1,chris l.,sitejabber
"Use a different app. If the driver steals your food (or, my coffee in this case) Uber will refuse to refund if you are too new or - get this - you have reached your refund limit. What business supports drivers stealing?

Use a different app. I have never, EVER had this much trouble ordering delivery. I ordered twice, and both times were awful.

One more time...use a different app.
Tip for consumers:
Tip: Use a different app.
Service
Value
Returns
Quality
Show less","December 7th, 2022",1,Tiffany S.,sitejabber
"I ordered a steak and applied a 40 percent discount that showed in UberEATS app. But when they charged my card it was for the full amount no discount. So I cancelled the order 1 minute later and they say they started the food so no refund except for the tip. I paid the full price for nothing. I did not approve the full price, so their website is a total bait and switch. Criminal!
Products used:
I received nothing
Quality
Show less","February 25th, 2023",1,Joe B.,sitejabber
Say spend over $30 and get a free mozzarella stick so much well sticks were never taking off I will stop jazz for them they weren't on there till after I hit pay and then they were added on afterwards,"December 14th, 2022",1,Wayne D.,sitejabber
"I live alone and order out a lot. Got the uber pass subscription to avoid the ridiculous delivery fees (sometimes 8 or 9 dollars just for the delivery fee!). So now all of a sudden, I'm getting these ridiculous service fees. It says its based on different factors like basket size and distance. So why when I order from a restaurant within 5 miles of my home and order one combo meal am I getting charged an extra 3 to 8 dollars in service fees? I mean, I get it if I'm trying to cater a 20 person party that there would be some extra fees, but just tacking on fees just to improve your bottom line isn't worth it to me. Go with doordash instead. I mean, they'll still hire any idiot with a drivers license and a 10 year old car to deliver your food, but they charge less for it. The image is literally the cost of having 2 cheeseburgers and a small order of fries. I mean, I'm happy to tip 6 or 7 bucks, but not on top of a 5 or 6 dollar fee. If this is the fee for a couple of burgers I can only imagine what a family of 4 is paying in fees. Definitely not worth it. The food is almost never hot and fresh and with the price you can almost just call a taxi service to take you through the drive thru for less.
Service
Value
Shipping
Returns
Quality
Show less","November 19th, 2023",1,Matthew R.,sitejabber
"Ubereats keeps sending me ""deals"" through email and I spend who knows how long making the perfect order just for the deal to not work for whatever reason, literally won't even tell me why just that my account isn't eligible or some other bull. Then this weekend I decided to do the uber eats plus or whatever trial to get the $30 discount and the order actually went through, it got all the way to being delivered then it was just cancelled out of nowhere for literally no reason. And now they won't even give me the discount back either. Ridiculous. I'd use doordash over this crap any day, even though they got plenty of their own problems.
Show less","May 25th, 2022",1,Jim V.,sitejabber
"I would not use this company again if they paid me to do so. I have been lied to and finally managed to get my money back.
Tip for consumers:
Don't use this site.
Products used:
I was trying to buy groceries online. Will never use again.
Service
Value
Shipping
Returns
Quality
Show less","September 1st, 2021",1,Lisa S.,sitejabber
"I contacted uber eats regarding a foreign charge I noticed on my bank account. I informed them that I had not made the nearly $99 purchase. Upon investigation, they determined the account had a completely different email and everything. They asked me to verify my credentials, which i did. Not my email, dont know where it was delivered. Obvious fraud! However, they refused to further investigate. No reversal of fees, no notice to the other account, nothing! I'm stuck paying the money and there is no one I can even talk to about it. I've been a member of uber 1 for years, that ends today! All these new businesses that eliminate live customer service just to save money, truly don't care at all about the consumer.
Service
Value
Shipping
Returns
Quality
Show less","May 5th, 2023",1,Jammie S.,sitejabber
"No matter how much proof ive given when food was never received, pin never given to driver, or refunds to out of stock items. It was an act of congress to make right now u er just overcharges and ignores! Way to earn that over all one star rating.

Ill never use uber eats again!
Products used:
food delivery
Service
Value
Shipping
Returns
Quality
Show less","September 27th, 2023",1,jena g.,sitejabber
"We all know Uber Eats is not free. They have fees and tips on top of taxes and cost of order. They don't care if the order is wrong, if you have missing items or if there is a constant complaint with one specific restaurant. Instead, they blacklist you for making too making complaints or requests with no attempts to reach out to those restaurants or blacklist them for inaccurate service. But again, we can't complain with our hard earn money. Too many orders are wrong or have missing items and they do nothing about the order or OUR money. Are they paying? NO! But they sure aren't correcting issues either. This Burger King in Houston did not send me a frozen coke—I got a regular—completely forgot to include my whopper, ice cream that resembles a milkshake, sent me overly cooked, cold and salty onion rings and nuggets, provided no condiments or utensils whatsoever and do not bother answering their phone (neither web nor receipt number). Trust me, I called within 2 minutes of my delivery and got no answer anywhere. Uber doesn't ever help—they disclaim but are quick to take your money and if you've made more than one complaint (yet you have dozens of cab rides and food orders under your belt) you get an automated message about why they won't assist or refund you. Now I don't want a refund, I want to give bad reviews for service. If I could report them to the bbb, I would. Everyone who gives bad service should be reported. PERIODT!
Show less","July 19th, 2022",1,Roxy F.,sitejabber
Beware of using Uber Eats! Customer service is terrible! They won't help you and will just end the chat when they don't like what you are telling them! I cancelled my order within 5 mins of ordering it but they still charged me saying the food is ready! How can be the food ready within 5 mins? If I could give this zero stars I would. Don't use this app.,"June 14th, 2023",1,Customer F.,sitejabber
"Uber Eats delivery stole my food two out of three times!

First time I ordered my own food and the delivery stole my food and marked it delivered. Uber Eats refused to admit and insisted it was delivered. I spent two hours talking to various people. It ruined the Saturday night.

I never used Uber Eats.

Then I was in hotel isolation and the hotel used Uber Eats to order food. Lunch delivered, dinner stollen.

The hotel switched to Manulog after that.

STAY AWAY TO UBER EATS!
Show less","June 22nd, 2022",1,Frank L.,sitejabber
"Stole money from me. Allowed me to cancel my order only to charge me twice for the order and nwver got the food. Do not use Uber eats. Customer service experience was frustrating and unprofessional
Service
Value
Shipping
Returns
Quality
Show less","January 29th, 2022",1,Samantha W.,sitejabber
"What an abysmal service. I only use it because I get a credit every month from my credit card. Found out recently that they decided to suspend my ability to buy alcohol with no notice whatsoever. I can't fathom why they would have decided to do that. If you can find a customer service phone number or chat you deserve a medal. Once I was finally able to chat with someone they were of no help and ended the chat abruptly without a path moving forward. I've decided I'm going to let the credit go to waste every month because of how terrible this company is. Cannot wait for it to go under.
Service
Value
Shipping
Returns
Quality
Show less","June 20th, 2022",1,Roberto T.,sitejabber
"I ordered from Wendy's on Uber Eats on September 2,2023. At 5:43 pm. the app said it was delivered by Jagdeep. But it was not delivered to my residence. I am getting a refund from Uber of the total of the order but not the drivers tip which he does not deserve. We went to Wendy's and they replaced the order even though it was not their fault we did not get our order.","September 2nd, 2023",1,Nancy T.,sitejabber
They are so deceitful and fraudulent. They cancelled my order when I only wanted to add something to it then still charged me $33. Their customer service wouldnt even answer my questions.,"October 1st, 2023",1,Jennifer E.,sitejabber
"Uber Eats Do not order from them. They have no real time limit delivers cold food and with crushed up all mixed jostled up food.
Service
Value
Shipping
Returns
Quality
Show less","August 24th, 2021",1,Gloria W.,sitejabber
"We ordered a lovely Easter brunch from Honey Baked Ham through Uber Eats. I received updates from Uber Eats reassuring me about the order, even one saying ""the restaurant is preparing your order."" I ordered weeks in advance, and then 10 minutes before it was to be delivered (the Sat before Easter brunch), Uber Ears sent a message saying the restaurant cancelled my order. I called the restaurant in a frenzy, and the lovely man working said Uber Eats forgot to send in all their orders, and there were many people in a pickle. Even though they're closed, he is letting us stop in to get some food. Uber Eats sucks. Honey Baked Ham is amazing. Give them all your business, just not through Uber Eats.
Show less","April 16th, 2022",1,Stacy D.,sitejabber
"Terrible! They always say they are ""preparing"", then cancel order at the last minute. Waste of time.
Service
Value
Shipping
Returns
Quality
Show less","December 20th, 2022",1,Jill N.,sitejabber
"You keep sending me offers for 50% off my food delivery. It's a nice gesture, but my experience has been ridiculously bad. Every time I receive these offers I try to order and every time there are virtually no drivers available for any of the restaurants that I want to order from. If you don't have any drivers available for food delivery, why do you offer the discount or the service? Every other delivery service in the Portland Maine market, and there are many, are capable of picking up food at the restaurant of my choice and deliver it to my door in a reasonable amount of time. Why can't you? It has been so disappointing and infuriating that I have deleted your food app from my phone and I delete the offers as soon as they land in my inbox. I'm curious, do you actually consider this to be good customer service? For me it's terrible customer service and just makes me angry and frustrated. It's dumbfounded to me that you can offer an excellent rider service but you don't seem capable of getting this to work right. What is the problem?

Thank you for your time. I really had to get this off my chest.
Show less","March 12th, 2021",1,Roger M.,sitejabber
"They will have you work for them thinking you'll get paid, to hit you up after calling them 5 days back to back to say you have work over the limit so you don't get paid to the amount they promised. They are Big Scammers! Again, don't fall for it. Worse company to work for. Got my account stuck on 94% ratings for 4days while I only needed 95% to get Gold Premium. They are not sincere.
Service
Value
Shipping
Returns
Quality
Show less","August 3rd, 2023",1,Clifinly D.,sitejabber
"We ordered food through Uber eats.
The wrong food was delivered, then the driver took the wrong food with her and never came back! Crazy.
I received a Email from Uber eats apologizing for not delivering the food, but they would not charge me.
Guess what! They charged me for the food that they didn't deliver and a 20 percent tip. Don't trust Uber eats!
Service
Value
Show less","December 14th, 2023",1,Fred B.,sitejabber
I was on the phone for nearly an hour trying to order my food and the issue was something so simple that could be fixed. Now we have to confirm through facebook to order food REALLY and not to mention all the steps that takes! It's outrageous the steps I have to go through... feels like a job interview. Either doordash or im buying a car and driving because even that is easier than what I had to deal with today ordering a simple order.,"August 25th, 2022",1,Justus G.,sitejabber
"Uber Eats review…

This company is a scam!
Most of the time the order is wrong, missing half of what you wanted, cold and disgusting after waiting over an hour, or simply just never shows up.
Want to talk to a supervisor? Calling customer service? Good luck on that. Useless! NO help whatsoever! They will NOT call you back. You can put in unlimited number of complaints until your black and blue in the face, they don't listen and will still charge you. Email? Again…. Useless! They continue to repeat how sorry they are and this order isn't eligible for a refund at this time.

This is the worst service in the US. Do NOT use them. You will end up like the rest of us. Upset!
I tried DoorDash. Had another hiccup. I couldn't find my food because the driver left my food in the bushes! I complained and received a full refund. Now that's great service! DoorDash is legit!
Tip for consumers:
0 refund policy!
Products used:
I ordered a wet burrito, combo taco and enchilada meal, kids bean and rice burrito, side of beans and rice, jar of habanero salsa. Did not receive the kids bean and rice burrito, side of beans and rice, and jar of habanero salsa. They charged me for the full order. They refuse to refund the items I did not receive.
Service
Value
Shipping
Returns
Quality
Show less","August 13th, 2022",1,Daisie R.,sitejabber
"They will have you work for them thinking you'll get paid, to hit you up after calling them 5 days back to back to say you have work over the limit so you don't get paid to the amount they promised. They are Big Scammers! Again, don't fall for it. Worse company to work for. Got my account stuck on 94% ratings for 4days while I only needed 95% to get Gold Premium. They are not sincere.
Service
Value
Shipping
Returns
Quality
Show less","August 3rd, 2023",1,Clifinly D.,sitejabber
"Ordered through Uber Eats Hungry Jacks (Annerley)
3 items for $57.64 • 17 July at 09:44 pm - The store Hungry Jacks (Annerley) supplied my triple whopper with cheese on a tiny top and bottom bun obviously for a much smaller burger missing lots of toppings normally on the burger but which wouldn't fit on the supplied bun - when i contacted Uber Eats & Hungry Jacks both declined any recompense due to Ubers Vague statement of ""anti-gaming protocol and evidence protocols"" - very poor customer service and who would have made this burger this way knowing that it was the wrong buns and sent it anyway - makes you wonder about the store - and Uber Eats takes your money and refuses to honour the product ordered. No more Hungry Jacks for me & now have requested my Uber account deleted - they give no guarantees they will give you what you paid for.
Service
Value
Shipping
Returns
Quality
Show less","August 1st, 2022",1,Rodney B.,sitejabber
"Used Uber Eats last night for food to be delivered from a restaurant a 5 minute walk away. Unfortunately it took Wieslaw 20 minutes by car to deliver it. Apparently he was dropping off several other meals on the way. This delay in our delivery made our $70 meal cold soggy and inedible. We paid our delivery fee in good faith that our meal would be delivered in reasonable time, 20 minutes is not reasonable. We will definitely think twice about using Uber Eats again and wasting another $70 worth of food.
Show less","July 1st, 2022",1,Cath G.,sitejabber
"No respect at all. Sat on my order for 25 minutes. I could see he was one km away. Wouldn't respond to my message. Customer service didn't care. Delivered cold and soggy.
Service
Value
Quality
Show less","October 9th, 2023",1,Jeff D.,sitejabber
"Worst customer service! I ordered food last night to the same place that I've ordered with them in the past. Including the extra charge for faster delivery, and the tip for the driver, the driver canceled my order after picking it up from the restaurant which they never returned the food, cleaning they couldn't find me. I never got my money back not the whole thing the driver not only kept my tip, but also my food and I got charged for it. I proceeded to call Uber eats who basically told me there's nothing they can do about it like I said, worst customer service, and I will never order from them again buyer beware.
Service
Value
Shipping
Returns
Quality
Show less","November 8th, 2023",1,Nikki D.,sitejabber
"UberEats was unable to find a driver (not our fault), so after several delays and not receiving food, we cancelled order. I was told that there is nothing you can do after 5 mins. Why would I cancel the order if I was getting my food? And how would I know that within 5 minutes. Our kids were waiting to eat and this wasnt a cheap order. I have reached out both via e mail and chat with failed attempts for resolution! Not only did you take our money, make us wait on our food, but you did not have a driver to pick up our food (false advertisement), and now through my several attempts for resolution, you are stating that it is not possible after 5 minutes. This does not even make any sense! Why would I cancel my order if I was getting it? And how would I know that in 5 minutes? Being a loyal customer, I think this is a very poor way of handling business.
Show less","June 25th, 2020",1,N G.,sitejabber
"This is the third attempt at making a review here. I've used Uber eats many times. The app is easy if things go well. When my delivery tracking suddenly disappeared, and the app stated my delivery had been completed (which it had not), then I had no recourse but to spend a ridiculous amount of time to try to get a refund. Terrible service with regard to explaining.
Service
Value
Shipping
Returns
Quality
Show less","February 3rd, 2023",1,Marlet B.,sitejabber
"NEVER EVER again with I place a local McDonalds order to be DELIVERED by Uber f!@#$%^&*ing Eats! I SCHEDULED a delivery time from 12:30 PM to 1:00 PM. At 1:01 PM with NO delivery in sight, I started the irate cussing messages. He FINALLY showed up at 1:19 PM! And trying to complain and/or request a refund is USELESS!","December 10th, 2020",1,Ronnie T.,sitejabber
"I have back issues so it can be hard to get out sometimes, UberEATS charges me a reasonable amount to have an immense variety of food that is really chosen from mostly restaurants of quality. Very happy.","March 9th, 2017",5,Jared I.,sitejabber
"I signed up a week or so ago. Website said I have 14 days to download documents.

I've made 3 deliveries, 2 or which didn't tip (customers fault). ""Uber"" won't take my license, and it's puppy chewed, yet... its good enough for US customs! No problems getting on cruise ships or going through customs with it!

Put a debit card in for payment, said I would be paid within 3 days, (today). Now I'm told I won't be paid unless I get a new license and download it! I mean, it's a whopping $11.? I spent more in gas then i ""made"". And was told I needed to put in my checking account info?!

Why in living HELL would I trust y'all with my bank info?! I mean, it's not like you're batting 100 here. You don't stand by ANYTHING your site says, you won't accept a d.l. That the government will accept with no problem, I have yet to speak to anyone who doesn't say opposite of your site!

So how about you give me my measly little 11 and change, on the card I provided, and I'll check out some of the other, more reputable delivery company!
Service
Value
Show less","July 24th, 2023",1,Kim P.,sitejabber
They took 40 dollars off my card because I cancelled my order. So please stop ordering from them they will rob you. Real talk,"June 14th, 2023",1,Louis P.,sitejabber
"They have a dumb policy that if the store accepts your order, they won't refund you. Ofc chain restaurants auto accept orders immediately, so if you're like me and realize just after you placed an order that the wrong address is listed, you're screwed. I had cancelled the order withing seconds of placing it, but it didn't matter to their support robot lol. Their call support team was equally useless. If you can drive, go get the food yourself.","August 10th, 2022",1,Sitejabber S.,sitejabber
