review,name,state,stars,date,source
"I’m have been a Uber Eats driver and passenger for about 4 years and I have to say that when I first started was a really good company to work for. But know this company isn’t taking care the driver the way they should. This company use are vehicles and they don’t pay for gas, insurance or any other things. They are giving more to customers than us and not only that they pretend for us to pick up order for $2.95 and you have to drive 8 or 20 miles for something like that. I believe if all the drivers get together and stop taking order this company will go down very quickly. Uber should start taking care the people that is making them the money.",William,"Denton, TX",1,"November 2, 2023",Consumer Affairs
"I use this business all the time. However, I so disappointed with this company. And, you cannot get anyone on the phone to make a complaint or get assistance or should I say no one in the states that can understand the complaint. The people that you get on the phone has absolutely no problem with hanging up the phone. They are not trained to assist... They only kick the can down the road. I am so sick of Uber!",Cee,"Norcross, GA",1,"November 1, 2023",Consumer Affairs
"I am in a wheelchair, paralyzed from an inoperable malignant tumor in my head. I rely on delivery services. Uber put a hold on my credit card. According to their policy, the hold should be converted to the charge once delivered. But that isn't what transpired. They charged my card a 2nd time and the hold is still there. In essence charging me twice. Now, they refuse to credit it back. Preventing me from purchasing groceries. So it's no food for me until Uber decides to give me the money they stole from me. They only do this because I am disabled and must rely on delivery services. Liars & Thieves.",Jim,"Floyds Knobs, IN",1,"November 1, 2023",Consumer Affairs
I used them for the first time. After reviewing my account I noticed I had two charges. Thru explained thru chat one us an authorization hold. I do not understand why they need to have a hold in addition to the actual request for payment. Seems they are too scared of not receiving payment or they are attempting to charge people twice. I will not do business with them again.,Thaddeus,"Clover, SC",1,"October 30, 2023",Consumer Affairs
Never again will I order from Uber Eats again. I just ordered $60.00 Worth of food at Uber eats and they sent half of what I ordered and they are a rip off. They left my order in the corner of my building instead of following my instructions. They don't deserve no tips at all. This company sucks!!!,Lakendra,"Madison, WI",1,"October 27, 2023",Consumer Affairs
"Long story short: ordered a bottle of Weller Full Proof Bourbon. Messaged delivery driver to tell them I want a refund if it's not available. I asked if they found it, since I saw they checked out. Never once responded. Said it got delivered by Tyrone (little tiny ** guy) and it never did. Contacted Uber Eats. Requested the entire amount to be refunded on my credit card. Only refunded part. The tip was not refunded. This guy STOLE and they won't refund. They said they will make sure he doesn't deliver for me again......WHY IS HE ALLOWED TO DELIVER AGAIN, TO ANYONE!!?? Completely ridiculous. I want my 16.00 tip back. This guy does not deserve anything, especially a tip.",Jaime,"San Bruno, CA",1,"October 27, 2023",Consumer Affairs
"Whatever you order and how much money you spend with them, it’s at your own peril. They won’t help no matter what. You pay for the service and they don’t take any responsibility. This for the food, no wonder for the ride.",Sal,"Renton, WA",1,"October 27, 2023",Consumer Affairs
"I usually do both rides and also food service and I usually get the food I ask for no complaints. Recently, my food has been late, missing and stolen. I called customer service and I get the same runaround. I don’t plan on using this service any longer.",Undra,"Las Vegas, NV",1,"October 23, 2023",Consumer Affairs
"A couple of times they forget half of our order, and takes an hour to get someone from Customers' service. By the time we get our other half of our order almost 2 hours past. It's ridiculous and ugh!",Adela,"Joliet, IL",1,"October 22, 2023",Consumer Affairs
Received cold food and when I contacted Uber Eats as soon as I received my food they said I didn't. Horrible customer service and a waste of money.I will never order from them again. Don't waste your money with them.,Cristina,"Wilmington, NC",1,"October 20, 2023",Consumer Affairs
"Sadly, Uber Eats customer service is abominable. Uber’s acquisition of Postmates made this worse. I placed an order through Postmates in March of 2023. They delivered the wrong order, and I let Postmates know immediately, the same day. Postmates refunded/canceled the charge right away. Everything was taken care of quickly and easily. More",Jason,"Los Angeles, CA",1,"October 18, 2023",Consumer Affairs
"I’ve been a customer of Uber Eats for awhile now. The beginning was great, pandemic times. They had their A game. Now- Zero stars if I could leave that. They give me a weekly code of 5 orders worth $40 spent for 40% off. That is a weekly basis promo. I barely order due to their customer service. I don’t use up all those 40% on a weekly basis. My August & September order is totalling to 1 each month and 2 in October. Uber is our last resort if Door Dash isn’t available. I feel like Door dash is well managed than Uber. Anyways, I called today and was told that there was a breach, and I asked how was it breached? He said that the promo code was uber used or over used, then why send it to customers then? It’s on the fine print, sure! But why bother send it out if you will take it back? Uber eats doesn’t know how to look after their customers. Use Skip or Door Dash because Uber customer service will just annoy you!",JoAn,"Burnaby, BC",1,"October 18, 2023",Consumer Affairs
"For the better part of a year ""Uber Eats"" has been trying to earn my business. I tried using them for the first time, cancelled my order within 5 minutes, was charged fully, and they will not remove the charge. Worst possible 1st impression. I'll be a GrubHub guy for life.",Casey,"Florence, KY",1,"October 14, 2023",Consumer Affairs
"I have used Uber Eats one time and the shopper was excellent, unfortunately there were numerous issues with the payments. I was overcharged, then when trying to get assistance with the numerous overpayments on my credit card I spoke with a couple of extremely rude customer service representatives (CSR). The worst was named Josue, (who was very, very rude and hung up on me) after refusing to get me to a supervisor, I called back and got a very kind rep. who got me to a supervisor named Kenneth who was great. He escalated my issue to refund the amt. due me. I saw the credit immediately. More",Michelle,"Cedar Hill, TX",1,"October 13, 2023",Consumer Affairs
"Complete and utter cluster. As an individual and as a family, we do meal delivery services on the regular. In fact, I work as a physician at a nearby hospital, small community, no more than 4,000 in the community and all restaurants within 5 minute of small community hospital. Never, not one single time, have we had any issue with either DoorDash or Grubhub or even delivery from independent local establishments. More",Steve,"Corydon, IN",1,"October 11, 2023",Consumer Affairs
Did not care one bit amount my order. Had no intention in delivering it on time. The driver waited 25 minutes to bring it over. He was one km away. Didn’t care if it was hot or cold or soggy. No respect at all. Didn’t respond to my message.,Jeff,"New Westminster, Other",1,"October 10, 2023",Consumer Affairs
"I ordered from a restaurant partnered with Uber Eats. I was not aware of this partnership before ordering. An estimated time to deliver on a Sunday afternoon was 1 hour. After about an hour and a half, a text comes in stating that the ""food was delivered"". It never showed up. Nobody came to ours or our neighbor's door either. Now instead of enjoying a meal from a decent restaurant, I have to spend hours getting my money back, the business is going to lose sales from me going forward, but it will encourage me to continue rarely eating.",Briggs,"Pittsburgh, PA",1,"October 8, 2023",Consumer Affairs
Very bad experience! Was waiting for my food for 1.5 hrs only to know driver is having an issue with his car and that my order is canceled. The restaurant didn’t even call me to inform. It’s late and I cannot order from Elsewhere. Very sad.,Devki,"Bentonville, AR",1,"October 8, 2023",Consumer Affairs
Order food noticed driver was not in my area I called him and guess what? He doesn’t speak English and just mumbles about how he can’t speak English!!!! I then called 866-987-3744 customer service. Speak with Jeb to be placed on hold to hear I would be charged if I canceled order! Welp do I want cold food Or charged for delivery service that never took place. McDonald’s needs to cancel their Partnership with these people or get English speaking drivers!! And with all that ** guess what happened? No food no refund!! I basically paid someone wages today.,Lisa,"Oceanside, CA",1,"October 7, 2023",Consumer Affairs
"If at all possible, be very, very careful in using the Uber Eats app. Better yet, don't use the ubereats app at all and go to GrubHub or Doordash. My experience was so awful on my birthday and there is absolutely no place or no way to get a hold of customer service in order to correct something deceitful that Uber Eats does. I tried to order Red Lobster for my birthday. Once I had ordered it and I wasn't quite sure whether or not the order had gone through because there was no defining order button to push, suddenly an old order or some food that I had contemplated ordering from McDonald's popped up. I tried to delete that and it ended up ordering the McDonald's as well. More",Jon,"North Port, FL",1,"October 6, 2023",Consumer Affairs
"In short, This will literally be my last time ordering from Uber Eats. Absolutely horrific experience!! I ordered from an Indian restaurant at first. It never arrived. Then I try to reorder it, somehow something else gets ordered instead (something I never chose). I try to get help anyway possible. The support chat kept ending the chats with no resolution. Then I reordered once again, it takes so long to arrive. Felt absolutely helpless. Terrible experience.",Ahlam,"Garden City, NY",1,"October 5, 2023",Consumer Affairs
"Few weeks back I was in Chicago and was ordering food and didn't realize that app was picking up the last location which was San Antonio in my case, however without realizing I ordered the food, however as I saw the receipt it showed me San Antonio address for the hotel. Within next few seconds I immediately cancelled the ordered, however Uber charged me 85% of the order as they stated that, ""The restaurant started preparing the food for you hence we need to charge the amount."" More",Shishir,"Frisco, TX",1,"October 4, 2023",Consumer Affairs
"RE: my first and last Uber Eats experience. What a TERRIBLE experience. Such an unprofessional mess: what started as a seemingly straightforward process became nonsense pretty quickly! No drinks with my order and an ultimately incredibly convoluted process to get a full refund (initially, I was refunded an apparently random amount of money and had to spend an extended amount of time on the chat to sort that out). More",Robert,"South Portland, ME",1,"October 2, 2023",Consumer Affairs
"On Friday at 7:33 PM, I placed a delivery order on the Five Guys app with an estimated delivery time of 8:19 PM. However, the driver didn't arrive until 8:40 PM, which was not a concern for me. Yet, what followed became an issue, and it's disappointing that both Five Guys and Uber didn't treat the matter seriously, considering it could have been worse. It's important to note that I had chosen a no-contact delivery option when placing the order. Before the driver's arrival, I received a notification indicating his presence. I started watching him through my Ring camera. The driver exited his car and walked to the back driver's side door, quickly closing it. Due to the nighttime setting, visibility was limited, and I mistakenly thought he had my food, but it was his phone. He then approached my house, and I used the microphone feature to direct him to place the food on the bench. More",Renyia,"Baltimore, MD",1,"August 31, 2023",Consumer Affairs
"App not working and overcharged 3 times. After calling them on a Saturday the person said, “Supervisors have other things to deal with.” Reason they never called me as promised. DELETE APP. NOT WORTH IT.",Susy,"Long Beach, CA",1,"August 26, 2023",Consumer Affairs
"UberEats Customer ""service"" is farce. I'm travelling and I order food; they are charging me for the food I never received. They claim the food was 'left' somewhere 'Safe'. I walked all around the entry way to the building, no food. When I contact their online support, they cut and paste a legal sentence; basically, equivalent of 'Oh well' and 'too bad'! How far down the block do I need to walk to find their 'safe' place that they claim they've left the food? What is their definition of a safe place anyways? Police station? Fire Department? Simply under a streetlight?",Ramin,"Livermore, CA",1,"August 26, 2023",Consumer Affairs
I ordered from a local Thai restaurant back on 1/11/23. The total of the order was over $60. The driver either stole the food (most likely) or purposely left it in front of our apartment building instead of bringing it to the door 20 steps up from them. We have an apartment complex with over a 1000 residents so leaving something on the main sidewalk instead of bringing it to the door could only be done on purpose. Called customer service sent the picture the driver took on the sidewalk on the parking lot. They said the driver did all they could to find the apt.. They refused to refund so stole the money for food and the tip from me. BEWARE.,Colin,"Port Richey, FL",1,"August 25, 2023",Consumer Affairs
"Ordered dinner from the local restaurant Nick the Greek few nights ago. The restaurant is literally 3 min away from me but I decided to rest and order instead. The restaurant and their food is always good, but this review is on Uber Eats. A $17.99 plate had cost me $32.56. I have the receipt. On top, Uber asked me to include additional tips. At first, I had put in 0 for tips but the lady was nice who dropped the food so I added $4 to the tip. Bunch of Service fee, Priority Delivery (to avoid getting cold food), Tax, CA Driver Benefits and Delivery Fee. And on top of that, tips! This is a shame. A $18 plate costs you above $36 including tips. Such a shame.",Polks,"San Francisco, CA",1,"August 23, 2023",Consumer Affairs
My mom passed and I've been cleaning her apt. I usually always use Doordash but the app was down. I used Uber Eats to send water to my home. I spent almost 40.00 and never got my stuff. Customer service told me it was my problem and even the picture they placed wasn't anything like mine. Don't ever use them. Stick with doordash.,Melissa,"Elizabethton, TN",1,"August 23, 2023",Consumer Affairs
"I placed two orders. One was delivered. The second wasn’t and it was obvious there was a picture of the same single bag on both orders. They refused to refund me and said because the driver showed up, I accept responsibility. They said once delivered I accept responsibility. They completely missed the part that IT WAS NOT DELIVERED so",Rachel,"Clarksville, IN",1,"August 16, 2023",Consumer Affairs
"Uber never told me to update my old photo, they just deactivated me saying I wasn't me because I lost weight and dyed my hair red. They said I was sharing but of course, I was not. All they had to do was tell me I needed to update my photo. If not reactivated I will go to a lawyer for discrimination because I died my hair and I feel this is not okay.",Deanna,"Tampa, FL",1,"August 15, 2023",Consumer Affairs
I ordered an item from a convenience store. I was notified of an alternative choice being made by the shopper that I didn’t want so I canceled. Cancellation resulted in nothing delivered and a non-refundable 18-dollar fee for the “preparation” which was nothing since this was a packaged item from a store. This treatment is after paying for Uber one for over a year and regularly using the service and tipping well. I will never support or suggest anything branded Uber to anyone. Poor treatment of honest customers is how a business is ruined.,Nicholas,"Spokane, WA",1,"August 15, 2023",Consumer Affairs
"Had a few issues with them cancelling orders without any notice. Most recent one happened when I tried to check and see what was taking so long. Didn't get an answer, just cancelled my order. Tried to contact customer service and no help, no compensation for the lost time, no explanation why so I could avoid the issue in the future, nothing. They did tell me they wouldn't charge me for the cancelled order which was funny since if they didn't refund my payment that would be robbery. Anyway, don't use this service. There's better options out there.",Geoff,"Los Angeles, CA",1,"August 13, 2023",Consumer Affairs
"So upon my delivery, Uber driver ** woman decides to eats some of my kid's shrimp and leave shells contaminated in our bag of food when followed behind her to ask why she storms off ignoring me. I contacted Uber Eats, all they can do is block her from delivering to me which does not solve the issue. She can do it to the next delivery. This company is careless and we are the ones losing out on money and can’t eat our food due to these safety matter. I’m beyond Angry and I will never do business with this company again. Something need to be done to this company and their drivers.",Ysella,"Phoenix, AZ",1,"August 13, 2023",Consumer Affairs
Uber Eats is a fraudulent company. They offer promo codes directly in your account that DO NOT WORK. It's a scam to get you to purchase them. They bill you the full amount later. There is no promo. Also your food might not arrive and if that happens you do not receive a refund. They said the account is not eligible for one. Several times they did not deliver the food. Told me once they could not reach the driver. Another time the driver took the food back and when I reordered it brought me back the same cold food. Awful service. They also delivered the food to the wrong house. There is absolutely nothing positive to say about this fraudulent coming. There should be a class action suit against them for stealing from people. I will never use them again.,Barbara,"Winter Haven, FL",1,"August 11, 2023",Consumer Affairs
"I have been using Uber Eats for years and been very satisfied. The past couple of orders have been delivered by bicycle. As you can imagine, the food is cold and upside down when delivered. Uber Eats will credit you back, however your order is not remade. There should be an option for delivery by car, even if it is an upcharge.",Melodie,"Wilmington, NC",1,"August 3, 2023",Consumer Affairs
"Uber Eats charging too much fee even you are a member of Uber eats and pay their membership, they charging me a service fee and delivery fee and it’s almost $20.00 for the fee and it’s not right with me being a member and paying membership. I want to give zero star to Uber Eats, I am very disappointed, frustrated and unhappy customer.",Edna,"San Leandro, CA",1,"August 1, 2023",Consumer Affairs
"It either takes ridiculously long or gets cancelled. Awful customer service, today my order was spilled 2 minutes before delivery, ridiculous. Last week it took 1 1/2 hours for delivery, also ridiculous, do better.",Addisen,"Boerne, TX",1,"August 1, 2023",Consumer Affairs
"Uber Eats places a massive upcharge on items you order through them. Try Doordash, GrubHub, or ordering from the places directly. Because I was delivered incorrect items, the delivery driver told me that I could get a refund or credit from Uber Eats. I was in touch with the driver about alternative items while he was in the process of getting the items. He still got incorrect items.",Shawn,"Metairie, LA",1,"August 1, 2023",Consumer Affairs
"Stay away from driving or delivering for Uber Eats. It's not worth the money and the management doesn't have good control over the operation like they should. Since the whole app is ride share based, for deliveries it leads to racism and discrimination among drivers selecting orders. They are able to see where they are delivering to, and if they have heard bad things about that area, they cancel the order. I live in one of these areas, and always faithfully served deliveries here with no problem. As a ** person and minority in this neighborhood, it bothered me to see orders being cancelled and then it happened to me when I ordered myself. 5 different orders on a busy Saturday night and no one to deliver. More",Chris,"Washington, DC",1,"February 28, 2023",Consumer Affairs
"They show a 40 percent discount, take the discount off the amount you see but then remove it before charging your card so you pay full price. Then when you cancel a minute later they still charge you the full amount saying they already started your food. Impossible!!! Crooks",Joe,"Frankfort, IL",1,"February 25, 2023",Consumer Affairs
Uber Eats repeatedly emailed me promotional offers to get me to use their service. I accepted a twenty dollar offer promotion but it disappeared once I placed the order. When I called the customer service number they advised me to take a screenshot of the promotion and then wait till the order was delivered before they could adjust the price. I did exactly what they said and when calling back they then said they could not adjust the price and my account was locked. This was the first order I had placed with them in a long time-without the promotion I never would have made the order. Uber should be ordered to honor their promotions and pay damages to customers who have been swindled by their misleading practices.,Kevin,"Manchester, NH",1,"February 21, 2023",Consumer Affairs
"We ordered hamburgers and they were delivered almost an hour after ordering. Obviously they were cold, onion rings cold and soggy. I called the company and was told ""we have an hour delivery policy"". This is unacceptable for hot food. On top of it, I think it sat so long, I had horrible stomach issues 2 hours after I ate it. I think an hour gives bacteria plenty of time to build and I was miserable. I will never use them again. Customer service was horrible and rude!!!",Ella-Mae,"Orlando, FL",1,"February 20, 2023",Consumer Affairs
Placed a lunch order showing 30 mins delivery times at a Dos Toros near my apartment. After placing the order I checked back in 30 mins anticipating an imminent delivery only to learn the order was moved to another dose toros branch uptown AND the delivery would be made over an hour and a 1/2 after placed. Also sae a 30 mins bike ride timed in so my food would be freezer cold upon arrival. More,Shawn,"New York, NY",1,"February 12, 2023",Consumer Affairs
"Placed an order and went to remove something and add something else. Well it didn’t, it was canceled immediately so the merchant didn’t complete the order. They confirmed it. I will never use them again. Only Doordash moving forward, they stand with the customer not the opposite l. The solution was me driving to pick it up. Which I can’t do with 2 young sleeping kids. I was canceling the other one because I didn’t have the $ to waste on so much pizza being only me and my 2 kids. I offered to pay for the 2nd driver but was told not allowed. The truly most important thing is them notifying people. I 100% did not receive the noti Of you will still be charged $55, I never would ok that. Who would?!?! So I was basically robbed, no $ and no food. Absolutely disgusted. So much so I’m going back to Doordash.",Stephanie,"Staten Island, NY",1,"February 11, 2023",Consumer Affairs
"I'm an Uber delivery driver, started few months ago, I was doing well and always getting a good feedback from the customers..Unfortunately this past few days I noticed you can no longer pick which deliveries you gonna pick. If the order popped up on the screen you need to pick up right away. They will give 4 tries and if you don't accept they will log you off automatically as it will say on the screen ""Are you still there, it seems you missed a lot of deliveries, will log you off and come back online again when you're ready"" which is absolutely ridiculous because they are forcing you to accept a 3.50 for an 8 mi delivery.... More",Ana,"Springfield, VA",1,"February 4, 2023",Consumer Affairs
"I had a promotion for free Uber One for 4 months to get free delivery. Then at the same time they had promotions going on for a month for buy on get one free at some restaurants, and then they had: spend $25 save 40% up to the first $15. So, I was looking forward to buying a lot for a few months to try it out. I placed an order at Harold's Chicken Shack, and there was a delivery charge of $5.50. Any delivery over $5 is not free with Uber one. Then I saw that there was another location of Harold's Chicken Shack, and this had free delivery, I think, it didn't say if there was a charge for delivery. I had just placed the order and I thought I could cancel and reorder from the other location. I tried to find where to cancel and I clicked on a link that led to a chat with a robot. A lot of text was spewed so fast I couldn't read, then I clicked on Cancel Order, then it said I was just charged $18.50. More",Brian,"Chicago, IL",1,"February 2, 2023",Consumer Affairs
"Uber Eats has to be one of the worst companies on the face of the Earth. What a scam! We ordered two burrito bowls tonight from chipotle and got charge $67.88. When I called into them to question it, they said that they charged an $18 service fee Plus a delivery fee plus the tip on top of the $30 order. I had absolutely no idea well making the order that it was going to be more than $33 but my bank notified me of the $67.$.88. We will never use this Gammy company again and I want to make sure people know that they can really get screwed over by Uber eats. We are retired and on a limited income, and I thought it would be nice on my birthday to order in having no idea that this company would do this to us. I called them to ask questions about it and they did nothing but defend their right to do that even though they didn't send me an email or any warning because if they had, I would've canceled the order.",Ree,"Castle Rock, CO",1,"January 23, 2023",Consumer Affairs
"Besides Uber blocking my debit and credit card once I got to Mexico and even then I had horrific experiences trying to get someone who either spoke English or actually wrote something other than a generic response, in May I ordered a pizza. The driver never came to the door & I got charged for a pizza I never got. I have to pay cash because of them blocking my US credit cards and they are an AMERICAN COMPANY, so there was no way to refute the charge via the app! Since May I have wasted tons of my time trying to get someone who has a brain to respond to my messages either on the app or in email & remove the charge. I even had 2 other people try with no luck and then I got my VA to try & she also had the same issues as me, so I had to pay someone to get nowhere. She even reached out on IG and got someone who speaks English and they just pointed her back to the same terrible service she had already experienced. More",Michelle,"Las Vegas, NV",1,"January 22, 2023",Consumer Affairs
"I've only been driving with Uber Eats for a week or so and I've also worked with Doordash in the past, so I'm very familiar with the routine. However Uber locked my account after a few days and I received a message from Uber stating a customer claimed I was intoxicated with alcohol and under the influence and used threatening behavior while arguing with them, which never ever happened!!! Uber immediately restricted my account-???They never reached out to me to even make me aware of this FALSE accusation nor did anyone call to inform me of this investigation. Not only did they restrict my account but they withheld the money that I already earned for the deliveries made prior to their investigation, which I let them know was illegal, because I've already earned that money and you cannot withhold my funds! More",Shayla,"Wilmington, DE",1,"January 18, 2023",Consumer Affairs
"Uber seems to lie, steal and commit large scale fraud more than they drive people and food to places like they advertise. You again lied. Stole $38 for food that never was delivered to me. Then you lie to my bank and say you delivered for 2 hours late and cold which I never got? I never gave authorization to steal my money for food never delivered. Uber says 20 mins then keep changing the time and never up. I am often charged for rides I cancel and show up way late or not at all and they charge and steal money for food they don't deliver or comes hours late and I'm sleeping already and never receive.",Evan,"Fort Lauderdale, FL",1,"January 13, 2023",Consumer Affairs
"THIS COMPANY TREATS ITS DRIVERS TERRIBLY, DON'T WORK FOR THEM. Let me start by saying that ordering food from this company is a rip off, for the customer and the driver. The average pay per trip as a driver for Uber Eats is $2 no matter the distance, so any real money is made through tips. Their system will also miscalculate trip earnings and give you trips where the restaurants are closed or the restaurant can't make the food, be careful if you cancel trips too many times. It's YOUR FAULT, whether you call to verify a closed restaurant or not. CUSTOMER SERVICE IS A JOKE. More",Jordan,"Las Vegas, NV",1,"January 12, 2023",Consumer Affairs
"We order two meals from a local Pho restaurant, only one meal was delivered. Contacted the restaurant and they said to contact Uber Eats since the order was placed through them. NO customer service number, only a link on the page for Help, choose your order and tell them what was wrong.... 40 minutes later and still no contact from Uber Eats. I understand mistakes and missing items happen, but the lack of a contact number, slow response to their ""Help"" page does not give me confidence in this company, their service or me getting a refund, seems like I'm just going to get Robbed.",Dalton,"Denver, CO",1,"January 5, 2023",Consumer Affairs
Uber eats never delivered my food from Denny's. I called so many times. It's impossible to reach anyone. I tried to cancel the order. I never got refunded and I called the driver. He kept hanging up on me. Uber Eats is horrible and I will never order with them again.,Sandra,"Richmond, TX",1,"January 4, 2023",Consumer Affairs
Uber eats puts promotions out for drivers to do. Then doesn't pay out when you complete them. Customer service is very rude. If you don't keep track of your earnings you will notice money not showing up. They always blame it on a issue. I have been screwed out of 100’s of dollars in promotions I never received. Uber Eats is a joke. They need to be sued.,Jason,"Yakima, WA",1,"January 1, 2023",Consumer Affairs
"On a recent trip, I ended up stranded with my son in Puerto Rico. One of my days there, I secured a ride via Uber's app to an Airbnb. The driver app had no problem getting me to the address. The same day and to the same address, I ordered groceries from 2 separate stores using Uber eats. One of the orders was delivered, the other was not. The unsuccessful driver claimed she couldn't find the address, then claimed she delivered to the address I gave. The same address I gave my driver who successfully dropped me off. The same address given to the other Uber eats order that was successfully delivered. More",Amy,"Bedford, NH",1,"December 31, 2022",Consumer Affairs
The rep hung up the chat! There was a 2 hour wait.. The driver brought the wrong order. Then Uber charged me a return fee. I had to explain to the rep and then she credited me and hung up after Auto responses. I will driving my vehicle for convenience from now on! No more money spent on poor service. They don’t care!,T,"Jacksonville, FL",1,"December 25, 2022",Consumer Affairs
"I asked for a refund on my food cause it was stale, I requested a chat the same night (Thursday the 15th of December) and did not get a response till 3 days later and they would not issue me a refund. Like the crappy people who work run the place is hot garbage and it's disgusting. Never want to order with Uber Eats ever again just because I didn't have a picture. I threw the sandwich away there was no need for me to keep stale old bread. Disgusting company, rather go to Doordash, at least they actually care a bit.",Aquarionna,"Wilmington, NC",1,"December 22, 2022",Consumer Affairs
"I order food today and received some fries that had so much salt on it that I couldn't eat it. When this happens with Grubhub or Doordash they compensate you for the item that was bad quality, etc. I was told by Uber Eats that they don't compensate because it's the restaurant's fault and I should give the restaurant feedback. I told her I will NEVER order through them again, hung up and deleted the app. $9.00 in the trash.",Sherri,"Fresno, CA",1,"December 22, 2022",Consumer Affairs
"I'm a long haul trucker, often ""captive"" of the truck wherever my HOS hours run out. I've had 2 excellent experiences, one marginal, and this latest one was terrible. Uber canceled my order because there were no drivers in the area, they said (their map said there was). I guess that's understandable. What showed no respect for me was that NOBODY TOLD ME! I was left waiting and waiting. I finally called the restaurant and they said my food had been sitting there for almost an hour, and that Uber canceled it 30 minutes ago. Why wouldn't the App at least tell me that? So I unhooked my trailer, risked leaving my load unattended, and drove my tractor into town to pick up my now-cold meal. I got there and they told me that they'd thrown it out and billed Uber. Who billed me and emailed the receipt. They made me another one and I saved $13. More",Griz,"Longford Mills, Other",1,"December 22, 2022",Consumer Affairs
"Second time I had a technical issue applying the full portion of my $10 Uber Credit. I tried twice with customer service but did not get refunded the remaining credit balance. The bad experience is from both representatives suddenly ending the chat. They don’t care. They also incorrectly said my credit was not applied due to tipping (the amounts don’t match); that happens often where if you use credit on tipping you can’t on order payment, but was not my issue. They didn’t care that my remaining credit would expire. Uber Eats credit is a scam. Stay away and I value their credit as fraudulent money that one cannot redeem always.",Mark,"Summit, NJ",1,"December 17, 2022",Consumer Affairs
"The fact that they are still in business is crazy. I have use them just because I get a credit every month for my credit card. They continue to have late service, poor customer service when you tell them that it’s late and your food arrives cold, which is a health hazard, I really hope we can end up shutting them down. I am going to go to DoorDash.",Emily,"Dorchester, MA",1,"December 17, 2022",Consumer Affairs
"We ordered Burger King. Then it offered us Dunkin' Donuts so we some Munchkins too. They cancelled the doughnuts. Okay we can accept that. We understand things happen. We eagerly and happily watched the tracker as our order was cooking, he was on the way to pick up the burgers, he picked up the burgers. YAY we thought. We watched him on the road map all the way to our apartment. The app says, ""Get ready to go to the door"" so we did. We go to the door. Then the app says, ""Delivered""?? I called and called Zach but he would not even as so much answer the phone. My hungry children waited, over an hour, watching the map, looking forward to Burger King, it says it's here, and NOTHING!!!! You can make up for that! Horrible service and people!!!!",Tona,"Savannah, GA",1,"December 17, 2022",Consumer Affairs
"We waited over 3 hours for an Uber Eats order. As we waited, we kept seeing different drivers assigned to pick it up. But none of them ever showed up. After calling Uber multiple times, we finally called the restaurant and learned that the first driver STOLE our food. A subsequent driver then cancelled our order. Uber never followed up with us and never figured out that the food was stolen. When we called Uber to tell them what happened, the customer service person said that the “drivers do not work for Uber.” That is ridiculous. The drivers represent Uber’s brand and are Uber contractors.",H,"Purcellville, VA",1,"December 16, 2022",Consumer Affairs
I ordered breakfast and surprise surprise did not get my food but a delivered notification. Call Joseph ** the driver and he did not care that he delivered to the wrong address and hung up the phone. Spoke with customer service as well does not care. Plenty of other delivery services that care. Do not order from Uber!,Joya,"Denver, CO",1,"December 10, 2022",Consumer Affairs
"I ordered twice on Uber Eats, and the first time was terrible...but this last one the driver stole my food. I contacted Customer Service (I screenshot the chat) and was told that I was not ""eligible"" for a refund. So, the drivers know they can steal food and get away with it. First, I called the driver, who said he was not given the items. So, I contacted the restaurant and the person who answered said that he handed the coffees and food to the driver personally - so the driver not only stole from me...he LIED. And, he did it because he can get away with it. After reading other reviews, this apparently happens a lot. And Uber does nothing about it. It should be illegal for a company to allow its workers to steal.",Tiffany,"Austin, TX",1,"December 7, 2022",Consumer Affairs
"Buyer beware! Uber Eats in Winter Haven, Florida refuses to make refunds or issue credits when they make mistakes on your order and leave items you have paid for out depending on which restaurant you order from. This is deceptive and unfair because all of the other delivery services do not operate in this manner and Uber Eats doesn’t inform customers of this “policy” until after you have paid and tipped in advance for food you end up not receiving. I gave Uber Eats 1 star only because there is no option to give 0 stars.",Aprill,"Winter Haven, FL",1,"December 5, 2022",Consumer Affairs
This app made me pay for extra items to meet a required minimum but then never delivered the item and never informed me they didn't have the items in stock when I checked out. I reached out to customer service and they provided no help besides. This was a rip off!,Amanda,"Seattle, WA",1,"December 3, 2022",Consumer Affairs
"2 separate times about 1 year apart that I did not receive my order at all and they still charged me, and had the worst customer service so that I could not get my refund at all. They are a scam. Ritual works much better, Doordash is much better",Susan,"New York, NY",1,"December 1, 2022",Consumer Affairs
Uber Eats now do multiple stops when they pick up your food and it’s usually cold. This time driver didn’t turn up and would not respond to messages and calls even though the app showed she arrived…I wait yes outside for a long time (got bitten by mosquitos) and the food just didn’t turn up. Is this a scam on the drivers part so they get to keep the food? Contacted Uber customer service who don’t seem to be bothered and were not apologetic and very mechanical - I won’t use them again and cancelled my Uber one subscription.,Rashid,"Saint Petersburg, FL",1,"November 30, 2022",Consumer Affairs
