review,date,stars,name,source
Very good service,"Date of experience: December 21, 2023",Rated 5 out of 5 stars,RA,Trust Pilot
Cuz was gr.eat food then best gru.iver,"Date of experience: December 26, 2023",Rated 5 out of 5 stars,JW,Trust Pilot
"Prompt service from Uber, driver excellent, food great, price right","Date of experience: December 23, 2023",Rated 5 out of 5 stars,MP,Trust Pilot
I ordered my food by using uber eats but i cancelled my order in seconds because of address issue. I called to uber customer service and restaurant also they didn’t help me. I wasted my money cuz i charged for food and delivery also.,"Date of experience: December 25, 2023",Rated 1 out of 5 stars,SR,Trust Pilot
My food was cold!! The driver did not.have the pizza in a hot bag.,"Date of experience: December 23, 2023",Rated 1 out of 5 stars,TR,Trust Pilot
"Fast delivery, food was still warm, delivery fee not bad at all, driver arrived on time😊 Thanks UberEATS","Date of experience: December 23, 2023",Rated 5 out of 5 stars,PT,Trust Pilot
Food came hot & early. First time using the app. Thx,"Date of experience: December 23, 2023",Rated 5 out of 5 stars,ML,Trust Pilot
"I want to share my recent experience with Uber Eats, and unfortunately, it has been quite disappointing. Firstly, there's a concerning practice where they charge an additional £10 months after ordering, labeling it as a tip without prior notification. This could easily go unnoticed if you don't regularly check your bank statements.Moreover, I encountered a delivery issue where items were missing from my order, and despite contacting them, they refused to refund me without providing any explanation. I have preserved all communication records and screenshots highlighting their stance on not refunding even when the delivery was incomplete.To resolve the issue, I contacted my bank, and they refunded the amount, expressing displeasure at the situation. It's disheartening to see such practices from a service that many rely on.I advise everyone to exercise caution when using the Uber Eats app. Informing my family and friends led to them deleting the app due to similar concerns. It's essential to stay vigilant as it appears the app may be engaging in questionable practices.","Date of experience: November 29, 2023",Rated 1 out of 5 stars,CU,Trust Pilot
My food is not delivered even after waiting for two hours. On top Uber refused to refund my order because their rider ticked the box that customer not responded. Complete lie. It’s midnight 12am on Christmas Day and this company messed up my evening. I would not recommend Uber Eats service. They don’t take care of their customers anymore.,"Date of experience: December 25, 2023",Rated 1 out of 5 stars,MN,Trust Pilot
"The food was good, warm and delivered rapidly","Date of experience: December 24, 2023",Rated 5 out of 5 stars,MS,Trust Pilot
No call from driver but confirmed as delivered - driver said he'd left it outside but no sign of it and a week later no reply from Uber eats or refund. Delivery photo proof was a black photo!,"Date of experience: December 19, 2023",Rated 1 out of 5 stars,KB,Trust Pilot
Order came exactly as ordered and requested.,"Date of experience: December 24, 2023",Rated 5 out of 5 stars,CA,Trust Pilot
My food was delivered promptly. The delivery person was polite.,"Date of experience: December 22, 2023",Rated 5 out of 5 stars,AG,Trust Pilot
"1st of all nobody delivers food to my house, but y'all did! She was actually in the wrong driveway but I  flagged her down. My number isn't on my mailbox or house. She was very nice and on-time! Thanks!","Date of experience: December 23, 2023",Rated 5 out of 5 stars,Lorena Adkins,Trust Pilot
the service was excellant glad i used it,"Date of experience: December 24, 2023",Rated 5 out of 5 stars,JW,Trust Pilot
Awful experience. They take advantage of customers and I am not for it. I will never be using them again.,"Date of experience: December 25, 2023",Rated 1 out of 5 stars,JA,Trust Pilot
Sent driver 20 km wrong way took 1 hour for delivery,"Date of experience: December 23, 2023",Rated 1 out of 5 stars,MU,Trust Pilot
I'm always a little skeptical about food deliveries due to so many horror stories but my first-time delivery experience was quick and easy and good. I liked the digital receipts and given me the option to tip as much as I wanted along with keeping me posted on my receipts and letting me know when the Uber eats driver will be at me house. The accuracy was on point. I  don't know how people miss their food delivery when the app simply tells you to keep it open to see the progress of your food and delivery.  Please keep this feature because it is definitely useful and helpful.  I would use this app again and would recommend it. My Uber eats driver was friendly and courteous.,"Date of experience: December 23, 2023",Rated 5 out of 5 stars,YO,Trust Pilot
My order arrived before the expected delivery time.   It was fresh and complete.,"Date of experience: December 24, 2023",Rated 5 out of 5 stars,CU,Trust Pilot
"Blah, blah, blah, blah, blah, blah blah!!!!","Date of experience: December 23, 2023",Rated 4 out of 5 stars,DS,Trust Pilot
"The food was delicious, the delivery time was very good and the driver was courteous!","Date of experience: December 22, 2023",Rated 5 out of 5 stars,AM,Trust Pilot
"Just deleted both uber and uber eats apps,ordered food yesterday merchant was taking long,so I cancelled because estimated waiting time kept going up,and they had to change drivers,because of how long the restaurant was taking,instead of refunding my money because its was taking long they kept my money and refuse to give it back,they are nothing but a bunch of opportunistic thieves and will NOT be using them again,customers be careful because this is what's happening, you can't cancel if the merchants are taking long,because according to customer service, they already accepted the order,so basically we have no rights.","Date of experience: December 24, 2023",Rated 1 out of 5 stars,ME,Trust Pilot
"First of all, their customer service is almost non-existent, it took me a lot of time to find a way to flag my issue.The problem was that I ordered food by mistake. The restaurant accepted the order immediately and I cancelled it right after. The whole thing took like 3 seconds, but UberEATS is not refunding me the money. According to them, once the restaurant accepts the order it means they are already preparing it, which in this case was physically impossible. It's like paying in a shop with a wrong bill and the cashier, that didn't even put it in the box yet, stands there with your bill in his/her hand refuses to give it back to you, saying he/she already bought supplies with it. Wouldn't you feel like you've been robbed?Additionally, this app used to have no additional fees. Then they started to charge a service fee, later a delivery fee and lastly the prices of most products are more expensive than they are in the restaurant's menu. You end up paying like extra 5-10€ for your order, and they have the nerve to offer you a ""premium"" membership to remove some of these additional fees, as if they are doing you a favor. They are greedy and unethical, and we are a lot of people feeling this way.","Date of experience: December 25, 2023",Rated 1 out of 5 stars,ÁB,Trust Pilot
V fast service and v tasty food imv happy and happy Christmas 🎄,"Date of experience: December 24, 2023",Rated 5 out of 5 stars,SS,Trust Pilot
"1 hour 40 minute wait for a KFC delivery. Cancelled it. Useless customer service who wanted us to wait even longer and to call them back if it didn't arrive within 5-10 minutes ( this would also mean a further 5-10 minute wait for customer.   service). Customer service could be mistaken for a chatbot, no compensation offered.","Date of experience: December 24, 2023",Rated 1 out of 5 stars,MR,Trust Pilot
"Overall service is good, but on this particular order, I was scheduled with 3 drivers in total, which made my order arrive much later had been expected. Also, a portion of my order was missing. The final delivery person was polite.","Date of experience: December 22, 2023",Rated 4 out of 5 stars,LS,Trust Pilot
Don’t use Uber eats just get up and go to the place unless if you want to get scammed like my mum was.This happened in OCTOBER and we still don’t have the 40 POUNDS that she used to buy food for all of us because that day we didn’t have anything to eat. It said that the delivery was delivered but it wasn’t and my mum had to spend 3 HOURS telling the delivery guy that it wasn’t our house he got and telling our address over and over again for the stupid delivery driver to not understand and just say “huh” “what” “excuse me” repeatedly over an over for them whole 2 hours. After my mum just gave up contacted Uber eats and Uber eats said “we will give you your money back in 15 days.” I ALREADY KNEW THAT WAS A GODAM LIE 2 WHOLE MONTHS LATER wheres the money? My mum could’ve atleast bout us all a snack or something with that 40 pound for a family of 5 we all went hungry that day with the money never to be seen again BOYCOTT UBER EATS USE JUST EAT INSTED!! Just don’t use Uber eats the STUPID FAT AH delivery driver might eat your food and Uber eats will definitely NOT give you back your money especially if your parents are struggling as they were!!:),"Date of experience: October 13, 2023",Rated 1 out of 5 stars,EU,Trust Pilot
"Not impressed. Food ordered 4 hours in advance arrived over 2 hours out of the time slot. Spent all that time trying to reach the restaurant on the phone, who were permanently engaged, for an indication of the expected delivery time. Ended up cooking our own food as it was so late.Since then I have tried to raise a dispute with Uber but am being sent away as it appears late delivery is not important to discuss.Won't be using again.","Date of experience: December 24, 2023",Rated 1 out of 5 stars,BE,Trust Pilot
"I needed the meal quickly, and I got it.","Date of experience: December 22, 2023",Rated 5 out of 5 stars,AV,Trust Pilot
"Guy on his motorbike got my food to me in the pouring rain, and still had a smile when he got to me.","Date of experience: December 24, 2023",Rated 5 out of 5 stars,JL,Trust Pilot
I ordered some food and I don’t know what was wrong with the food but my some chip his tooth on something that was in the food that I had to book an emergency dentist appointment when I then made a report to Ubereat they saying that the can’t give me a refund I didn’t even ask for one I just wanted them to make sure that it doesn’t happen to know one else but all they did was close the chat,"Date of experience: December 24, 2023",Rated 1 out of 5 stars,D’,Trust Pilot
"UberEats is an absolute nightmare, and I'm beyond frustrated with their terrible service. I've been waiting for a refund for an undelivered order for nearly a month, and their responses are nothing but a bunch of excuses. When I complained, they had the audacity to tell me, ""It looks like you have already been refunded for this order."" Really? Because my bank account begs to differ!According to their so-called ""customer support,"" the refund should take 5-10 business days to reflect on my account. Well, guess what? It's been over 15 working days, and I'm still empty-handed. They conveniently blamed a mysterious ""pending"" amount on my bank statement, claiming it would disappear within 5-10 business days. Surprise, surprise – it did vanish, but my refund is nowhere to be found.As if that's not enough, UberEats also managed to overcharge me for a repeated order and, to add insult to injury, charged me double for the tip. Are they serious? This is nothing short of a scam! It's clear that UberEats is more interested in taking your money than delivering a reliable service. Save yourself the headache and look elsewhere for your food delivery needs. UberEats, you need to step up your game and start treating your customers with the respect they deserve.","Date of experience: November 30, 2023",Rated 1 out of 5 stars,MA,Trust Pilot
"I ordered buy 1 get 1free . . . Both Black Olives and Mushrooms. . . Delivered 1 Black Olives and Mushrooms (not very many Black Olives and had to look closely to find the Mushrooms the free pizza Delivered was Pepperoni not Black Olives and Mushrooms . . . Being a Vegetarian I pulled off the ""many"" Pepperoni . . . The Pizzas were delicious!  Thank You Papa John's for delicious Pizza!","Date of experience: December 21, 2023",Rated 5 out of 5 stars,PT,Trust Pilot
"Uber eats has scammed me twice, I don’t understand how I get charged while the restaurant has cancelled my order, second scam I never received my food and I was still charged, your driver sent a text saying ‘I’m here’ I even went outside to the street looking for her and she was never there, she never responded to my texts nor calls. So disappointed!!","Date of experience: December 22, 2023",Rated 1 out of 5 stars,TN,Trust Pilot
"Believe it or not, it was my first time using it. Will definitely use it again","Date of experience: December 23, 2023",Rated 5 out of 5 stars,SR,Trust Pilot
Absolutely shocking waited over 40 mins for a mcdonalds when the food finally came it was stone cold went straight in the bin might aswel of just threw my money in the bin instead fuming,"Date of experience: December 24, 2023",Rated 1 out of 5 stars,Mark Haughton,Trust Pilot
Wrong order was delivered and we had to upload pictures to prove that our order was wrong however we had already called and return the wrong food to our delivery guy! After which there was no way for us to get out refund other than calling the support and waiting forever on call to get our money refund,"Date of experience: December 23, 2023",Rated 1 out of 5 stars,SK,Trust Pilot
"Fast, courteous and polite.","Date of experience: December 23, 2023",Rated 5 out of 5 stars,GS,Trust Pilot
The food arrived fast within 15 min of ordering it was warm and tasty,"Date of experience: December 23, 2023",Rated 5 out of 5 stars,DS,Trust Pilot
Arrived at the estimated time.  I wish that there was a space for my unit # in the address.   Driver was professional and polite.,"Date of experience: December 23, 2023",Rated 5 out of 5 stars,RE,Trust Pilot
First time using it! Very convenient and salute to all fellow Uber drivers!,"Date of experience: December 22, 2023",Rated 5 out of 5 stars,EL,Trust Pilot
"The drivers are so wonderful only thing is they forgot an item two different times. Oh well, I'll get over it. I feel like they're pretty fast too.","Date of experience: December 22, 2023",Rated 5 out of 5 stars,EW,Trust Pilot
"Food was good, delivery very prompt.  Good experience.","Date of experience: December 23, 2023",Rated 5 out of 5 stars,JE,Trust Pilot
Delivered on time and food was still warm! No issues at all!,"Date of experience: December 23, 2023",Rated 5 out of 5 stars,AB,Trust Pilot
I don’t understand why you charge my card and then you put a hold for the same amount on my card for the same order and it still hasn’t been released or returned and it’s two days later,"Date of experience: December 12, 2023",Rated 3 out of 5 stars,DM,Trust Pilot
"Easy transaction, great coupon, fest delivery.","Date of experience: December 22, 2023",Rated 5 out of 5 stars,AR,Trust Pilot
1.) We Paid For Food2.) When The Restaurant or Driver Doesn't Deliver What we oder....There is no order remake or refund.3.) Customer Service Complety Sucks4.) I placed N oder from churches Texas chicken a month ago food was undercooked I spent 48.00 bucks still haven't seen that and they didn't do anything about it5.) Uber Eats need to get cameras for their drivers car so us customers can see is it the restaurant messing up our orders or is it Uber eats drivers digging in our orders6.) It sucks right now I don't have a vehicle so yes I use this app alot for everything not just food7.) Definitely Need To Work On Customer Service And Your Uber Eats Drivers8.) Then I don't like how we pay for our food and receive something we allergic to or completely wrong order and customer service is always like well you pass your limit on refunds...well I didn't pass my limit putting money into you guys pockets...then they be trying to block your services because you dam near always receiving the wrong order...that is NOT the customers fault that is y'all's fault...,"Date of experience: December 22, 2023",Rated 1 out of 5 stars,AG,Trust Pilot
"The service was quick, and the driver was a nice person.","Date of experience: December 22, 2023",Rated 5 out of 5 stars,MB,Trust Pilot
Did not receive all the items in my meal and the uber eats customer service say they can’t do anything. They said they can’t refund and there’s no price for the missing item?? Did try to explain my frustration but they just ignored me!!,"Date of experience: December 24, 2023",Rated 1 out of 5 stars,Nitisha,Trust Pilot
"****BE AWARE**** If you place an order which is not fulfilled, you will get no support from Uber Eats. Their chat service is hideous and they have no clue on how to manage a complaint.","Date of experience: December 22, 2023",Rated 1 out of 5 stars,Harminder Kaur Matharu,Trust Pilot
I use Uber eats almost daily with about 99% success rate! Yes sometimes the restaurants mess up it happens but it’s rare and when they do Uber has always refunded me via using the Help on the app in less than 30 mins. For those of you that leave negative reviews because you’re calling the restaurants or Uber don’t expect much support via phone calls this is a tech co!,"Date of experience: December 24, 2023",Rated 5 out of 5 stars,Al,Trust Pilot
"Easy to choose. And super fast, efficient delivery.","Date of experience: December 23, 2023",Rated 5 out of 5 stars,Ronald Ciccone,Trust Pilot
"I’m tired of the way they’ll take your order then message that items I’ve ordered are not in stock.  It’s obvious a scam, get paid then apologise.That was the Last order from me","Date of experience: December 24, 2023",Rated 1 out of 5 stars,DG,Trust Pilot
"I placed a £62 order for food for my family from McDonald’s - there was several items missing from the bag (McDonald’s fault i guess) but the food arrived stone cold! It had taken over an hour for the delivery. I had already paid a £6.20 tip to the Uber delivery guy and £3.99 for delivery - I called Uber eats to complain, the person on the phone I could tell was not taking a proper note of the items missing and he said said it would take 3 weeks to receive a refund for those items (NO REFUND RECEIVED and it’s been 5 weeks now), I asked for a refund on the tip and delivery charged because the food was so cold and not enjoyable - he said he cannot give a refund on that! I think it’s disgusting and a complete con! He kept telling me to contact McDonald’s too but on the McDonald’s app it says to contact Uber Eats! The guy on the phone at Uber Eats was just fobbing me off, I could tell straight away he wasn’t going to help just by the tone of his voice and carelessness he had. I could tell he wasn’t making a note of what I was saying. This business needs to be investigated because it’s fraud taking someone’s money and not providing a refund when due! I certainly won’t risk using them again.","Date of experience: November 21, 2023",Rated 1 out of 5 stars,CO,Trust Pilot
"Super fast, uncomplicated, the best!","Date of experience: December 21, 2023",Rated 5 out of 5 stars,HS,Trust Pilot
"Ubereats app did not apply 2 promotions, one was a 40% and the other one is a buy 1 get 1. During checkout the promotions was shown to be applied. When the receipt came both promotions was not applied, chat with the reps, the buy 1 get 1 was refunded however I was told too bad for the 40% even if it's a glitch and they closed chat. So be careful even if you applied your promotion they might not honor it.","Date of experience: December 21, 2023",Rated 1 out of 5 stars,M.,Trust Pilot
"Shocking, ordered a Mc Donalds delivery only to get a text message over a hour later to say that my order had been cancelled. Ring Mc Donalds to complain only to be told all the UberEATS drivers had gone back home. Why let me order then and take over an hour to cancel. To make things worse my refund will take between 5 and 15 days. Absolute Muppets and will never use again.","Date of experience: December 23, 2023",Rated 1 out of 5 stars,DO,Trust Pilot
"This was the first time using Uber Eats as an ordering and delivery service.  The experience was quick and easy as it is tied to the car ride service app that I typically use when I travel to the US.  Thank you, will be using again.  The verification code upon delivery was also a nice security feature.","Date of experience: December 22, 2023",Rated 5 out of 5 stars,CU,Trust Pilot
"The driver did not deliver my food. The ""help"" refused to refund. They said he followed procedure. I rang him and I txt him. He said he was outside but he wasn't. He said he delivered but he never. How is that fair?","Date of experience: December 23, 2023",Rated 1 out of 5 stars,JG,Trust Pilot
"Fresh, on time. Good service & food","Date of experience: December 22, 2023",Rated 5 out of 5 stars,OM,Trust Pilot
You get charged for a ride and the meal. I didn't expect that. I should have Doordarshan it . Would have been cheaper,"Date of experience: December 20, 2023",Rated 1 out of 5 stars,JJ,Trust Pilot
Worst food delivery service! Pay by express delivery 15-30 minute. I ordered food at 17:47. Food turn up 1 hours and half later!,"Date of experience: December 23, 2023",Rated 1 out of 5 stars,Sally Channel,Trust Pilot
"Arrived in good order and timely.  Was hot, as expected.  Would be nice to have more choices.  Seemed like mostly fast food, chinese and pizza.","Date of experience: December 21, 2023",Rated 5 out of 5 stars,KA,Trust Pilot
My husband likes Lamb Briyani from Tamarind,"Date of experience: December 21, 2023",Rated 5 out of 5 stars,Sridevi Palepu,Trust Pilot
Little disappointed that I was offered 15.00 off first 2 orders. It didn't happen. Will think twice if I order again,"Date of experience: December 21, 2023",Rated 4 out of 5 stars,JT,Trust Pilot
When placing my order it was quick and easy. When my food was delivered it was still very warm.,"Date of experience: December 21, 2023",Rated 5 out of 5 stars,NE,Trust Pilot
"Ahead of schedule, food still hot, driver was kind, professional, and courteous! Love UberEATS!","Date of experience: December 22, 2023",Rated 5 out of 5 stars,WA,Trust Pilot
"Food did not arrive, very poor dismissive customer service and no refund.  Would not recommend.","Date of experience: December 22, 2023",Rated 1 out of 5 stars,SH,Trust Pilot
"I am deeply disappointed with Uber Eats' customer service. I recently encountered an issue where I tried to cancel an order but was refused. Not only was I charged for an order I did not receive, but despite providing ample evidence of my attempts to cancel, I was denied a refund. It is extremely frustrating that the customer service team did not prioritize my concerns and failed to address the issue adequately. I have been a loyal customer for years, but this experience has compelled me to withdraw my patronage.","Date of experience: December 23, 2023",Rated 1 out of 5 stars,simply Lindy,Trust Pilot
"No customer service and impossible to change address or contact the restaurant on the app.  One would expect these to be possible, but not on Uber Eat...","Date of experience: December 23, 2023",Rated 1 out of 5 stars,JK,Trust Pilot
"Wouldn’t even give a one star. Absolutely shocking, useless, wrong orders delivered, no means to complain,  utterly terrible. Deleting the app and never chancing using them again no matter how much I want a particular takeaway","Date of experience: December 23, 2023",Rated 1 out of 5 stars,EE,Trust Pilot
"Quick and easy, tasty food, quick delivery.","Date of experience: December 21, 2023",Rated 5 out of 5 stars,GH,Trust Pilot
"I would like to issue zero stars but cannot.Ordered via McDonalds. Sausage and egg mcmuffin meal, no mcmuffin or hash brown.Called Uber Eats, ""no option to refund a delivery""Right You are delivering an item , you haven't. Service not delivered. Not legal.Absolutely shocking service, utter, utter disaster.","Date of experience: December 23, 2023",Rated 1 out of 5 stars,Tom Bond,Trust Pilot
"UBER EATS DON'T CARE ABOUT THEIR CUSTOMERS. I would give MINUS STARS if I could !!!!!  Yesterday I ordered a Mc Delivery from my local branch . Not for the first time items were missing. Obviously I rang Uber eats support line and told them the items that were missing. After being on hold I was told that for some reason ( I can only assume that because I have called on several occasions before about missing items ) that my refund was refused. I asked to speak to a manager and got the same response.  Uber eats was NOT prepared to reimburse me for a fault that was NOT my own !!! So the money for the missing items is basically THEFT .   given how poor the service is that I've received I would imagine that the attitude travels all the way up to the top. Trying to get some sort of resolution from UBER EATS is so difficult. Web sites make it as difficult as possible to complain. Trying to talk to anyone who gives a crap is impossible. AVOID UBER EATS at all COSTS . I have to say that MCDONALD'S CUSTOMER SERVICE eventually gave me some vouchers as a way of an apology, even though they are not responsible for refunds when food is delivered by uber eats, so credit to them.","Date of experience: December 22, 2023",Rated 1 out of 5 stars,WE,Trust Pilot
Delivery times are too slow - you end up being like 8th in the queue not 1st and it arrives cold.,"Date of experience: December 23, 2023",Rated 1 out of 5 stars,GF,Trust Pilot
The food order arrived within the timeframe promised and the tracking app is excellent.,"Date of experience: December 21, 2023",Rated 5 out of 5 stars,MV,Trust Pilot
"Have used Uber eats for years, occasionally experienced slight issues but nothing on the level I received 2 days ago. So I ordered x2 meals from Rio’s , and a bag of mixed chicken. On opening the FIRST BOX MEAL, I noticed a piece of plastic sticking from underneath the burger, after inspection it turned out to be hard sharp plastic. I immediately boxed the meal back up, bagged ALL the food back up and contacted Uber eats to redirect the driver back to my property to collect this food. I notified Uber about the issue and also attached images. NONE of the food was eaten , touched, or tampered with I kindly re wrapped this up and asked for a full refund and for the restaurant to collect. I was refused a refund under their policy and procedures even though I asked them to collect this food. I’m absolutely appalled. You would never go out to eat, find contaminated food, with sharp objects and pay for that meal you would send it back to the kitchen. Uber have now taken my money, and are refusing to get back to me. And I’m here 3 days later with the food still bagged up, going mouldy, ready to be collected. I expect a full refund. This is disgusting. How dare you think I am entitled to pay for something I would not dare consume or give to anyone else to consume. Contaminated, disgusting food with sharp objects. I am appalled at the lack of service; every form of contact I get a different operated who have no clue what they are talking about. One of them even advised my claim for a missing item was rejected. I NEVER HAD A MISSING ITEM I HAD CONTAMINATED FOOD WITH SHARP PLASTIC OBJECT! I expect Uber to respond to me within a satisfactory timeframe and resolve this.","Date of experience: December 21, 2023",Rated 1 out of 5 stars,SB,Trust Pilot
The delivery was fantastic.  The cost is excessive,"Date of experience: December 20, 2023",Rated 4 out of 5 stars,ER,Trust Pilot
It was good pizza bit less material than usual,"Date of experience: December 20, 2023",Rated 5 out of 5 stars,RI,Trust Pilot
It took very long to be delivered. Food wasnt good and expensive.,"Date of experience: December 20, 2023",Rated 2 out of 5 stars,MM,Trust Pilot
WORSE PLACE. They won't refund you when you cancel your order right away because of a mistake. Terrible customer service. Rude,"Date of experience: December 22, 2023",Rated 1 out of 5 stars,Roxanne Grant,Trust Pilot
……………………….,"Date of experience: December 22, 2023",Rated 5 out of 5 stars,AT,Trust Pilot
"Firstly I will get my money back what ever way even though you took my 27£ and denied my rights as a consumer, secondly read your own rules you wrote on your app before you deny customers money, it says customer to contact restaurant right away and I did and the restaurant guy lied by saying it’s only Uber who can cancel when I called Uber they completely disregarded my right and said I will get charged for it. I’m not happy with your customer service at all.","Date of experience: December 22, 2023",Rated 1 out of 5 stars,NatnaEl,Trust Pilot
Made an order via KFC app that will be delivered by Uber Eats. The driver made no effort to deliver the food personally to me and the food was delivered somewhere else. Called customer service and it was one of the worst ever. They don't want to refund.,"Date of experience: December 22, 2023",Rated 1 out of 5 stars,Oyeyemi Mubaraq,Trust Pilot
"My food came on the correct time that was posted. My driver was definitely excited and friendly, would love to have him deliver my food again lol. Service Perfect fr 🖤","Date of experience: December 17, 2023",Rated 5 out of 5 stars,BK,Trust Pilot
"The driver was great. The food was great. The coupon you kept offering for my first order kept failing. So I tried for a third time in so many months and it finally worked. I had given up on Uber eats. The first few times I spent an hour or more looking for things in Safeway, then the $30 off, 0r $20 off promo said I had already used it. I had not. I am not sure if it was worth the hassle.","Date of experience: December 21, 2023",Rated 4 out of 5 stars,KW,Trust Pilot
I like that I was able to order just what I wanted and I didn't have to leave my house. I received my order fast also.,"Date of experience: December 20, 2023",Rated 5 out of 5 stars,CS,Trust Pilot
Got to me fast didn't wait long food still hot!,"Date of experience: December 19, 2023",Rated 5 out of 5 stars,MI,Trust Pilot
"If I could give a 0 star rating, I definitely would. The driver who delivered our food (Dr Hamdy Monir Hassan) was so rude. He started having a go at me for not being able to find our house, even though the instructions are clear. He started raising his voice because its ""dark"" and he can't see the house numbers.And just to add, he didn't even try to call so I could come out to the top of the road. Maybe he should invest in a torch as I can't make the whole road light up for Dr Hamdy when he's coming along with my food. Never had such a bad attitude from a driver in Uber eats and I'm a regular customer.","Date of experience: December 22, 2023",Rated 1 out of 5 stars,Hannah Johnson,Trust Pilot
"I ordered a take away via Uber Eats; never got the order as delivered to the wrong address and I have paid for it!  Conveniently, there is no one on line at customer services to help.Absolutely disgusting.","Date of experience: December 22, 2023",Rated 1 out of 5 stars,JG,Trust Pilot
"Ease of ordering, easy pick up ( food prepaid) and added value of Uber Eats casj","Date of experience: December 21, 2023",Rated 5 out of 5 stars,MM,Trust Pilot
"The app is what lets this service down and the support options are not very good.First order, didn't have the items all in stock made a substitute for hot food, and gave a lesser value item, instead without refunding difference, the app said this was handled by the store itself.Second order, the app would not let me enter the promotion code, and didn't automatically apply a discount which said redeem from this email by clickig here, this was a grocery order.The grocery order was fine, and the driver super friendly. Final issue for my area, the app gives only results for 30km away, and is unsuited, so losing those initial promotions when visiting family was disappointing.Would I use this again?Absolutely. Its better than justeat (so far).","Date of experience: December 22, 2023",Rated 4 out of 5 stars,David P.,Trust Pilot
"My delivery from McDonald’s was freezing cold. There were no napkin or sauce. My mango smoothie was half full and worst of all my galaxy mcflurry was melted over the bottom of the bag, it was watery and the tub was less than half full. The whole delivery was disgusting and I will never use again","Date of experience: December 22, 2023",Rated 1 out of 5 stars,JS,Trust Pilot
Excellent selection of the restaurants. Easy to order. Prompt delivery. Will use it again,"Date of experience: December 20, 2023",Rated 5 out of 5 stars,UR,Trust Pilot
Fantastic great service I will be using you guys again,"Date of experience: December 20, 2023",Rated 5 out of 5 stars,NS,Trust Pilot
Doing awesome! Great to have onboard!,"Date of experience: December 21, 2023",Rated 5 out of 5 stars,RK,Trust Pilot
"Great service, a great experience and very efficient.","Date of experience: December 20, 2023",Rated 5 out of 5 stars,JF,Trust Pilot
Cold food time. Since UberEats convinced me to switch to UberOne 2 out of 2 orders have been delivered seriously late whilst before they were easily the most reliable of the big 3 (not a particularly high bar you might say).  I contacted them and true to form they didn't respond well but eventually refunded the full order. That was not what I was after - I wanted to understand if Uber One customers who pay less get the lowest priority and hence the cold food,"Date of experience: December 17, 2023",Rated 1 out of 5 stars,PS,Trust Pilot
"Ever since I downloaded this,  I've been very pleased! Great great great and very user friendly!! Love the deals!","Date of experience: December 20, 2023",Rated 5 out of 5 stars,SS,Trust Pilot
"This are the most disrespectful company!They disrespect those who work for them and their customers, I’m saying this as a customer and rider!","Date of experience: December 22, 2023",Rated 1 out of 5 stars,UC,Trust Pilot
"I tried to order groceries from UberEats,they declined my cards,for which there is no reason.I used to live in India,and last used the Uber car service in 2019.The visa card site crossed over & I was charged 42rupees for a ride I cancelled this morning,by Uber India.And,no groceries.","Date of experience: December 22, 2023",Rated 1 out of 5 stars,Denise Barnes,Trust Pilot
As the food arrived at the time stated on the app.,"Date of experience: December 20, 2023",Rated 4 out of 5 stars,LD,Trust Pilot
Terrible..food took an hour to get here and it was stone cold..customer experience is none. Was told to basically suck it up. I'll reclaim the money from my bank and raise a dispute. They are offering a service which the consumer pays for but it's cold. It's basically day light robbery,"Date of experience: December 21, 2023",Rated 1 out of 5 stars,CH,Trust Pilot
"If I could give you 0 stars I would. Ordered through McDonald's app and a full meal is missing. Speak to McDonald's, they say to contact uber eats. Been on hold for 25mins. Call line gives you no expectation of a wait time, just horrible hold music. I think McDonald's pass the buck then uber eats makes it awful to get in touch so people just give up and accept the mistakes. I've had plenty of other issues that I've just not bothered chasing as they make it so hard. Don't think I've had a good experience with uber eats ever.","Date of experience: December 22, 2023",Rated 1 out of 5 stars,AM,Trust Pilot
"Reliable, easy, with great variety to choose from.","Date of experience: December 21, 2023",Rated 5 out of 5 stars,SA,Trust Pilot
"Extremely poor service, over pricing and changing delivery fees at the very last second once order is placed. Then they refuse to cancel the order within 3 minutes of order being placed","Date of experience: December 22, 2023",Rated 1 out of 5 stars,Jamie Douglas,Trust Pilot
"Ordered pizzas, delivered cold and with minimal toppings. Sent a picture and complained. Was told they are grateful for the feedback and will do better in future. Have been going round in circles demanding a refund as it came within acceptable timeframe. We watched the driver on the app at the restaurant for 10 minutes and delivered another order. Disgusting customer service or lack of.","Date of experience: December 20, 2023",Rated 1 out of 5 stars,JH,Trust Pilot
"Terrible. I ordered a McDonald's lunch and it came with a big piece of dirty paper in the middle.I have been refunded for the burger but still had to pay delivery and service?? Everytime I message on the app the close it with a message saying 'we can see this has been resolved and you have been refunded for the item'.Should have received a full refund for this order, not only did I have no lunch but have probably consumed dirty paper and have still had to pay for it. The communication through the app is terrible and robotic with no other way to contact.","Date of experience: December 21, 2023",Rated 1 out of 5 stars,siobhan bourke,Trust Pilot
Ordered food to have delivered was missing items I called support they refuse to refund me for something I never received. They stole my money.,"Date of experience: December 21, 2023",Rated 1 out of 5 stars,BK,Trust Pilot
